participant_id,question_id,part,min,max,t_ij,valid_data,censored,LB,is_valid_time,invalid_time,is_correct,label,Answering_duration_s,Reading_duration_s,phase_onset_s,Choice_A,Choice_B,Choice_C,Choice_D,Other,Question,Submit,Timer
participant_10,Q14,Part 2,757.8551,787.68304,29.827940000000012,True,False,-15.682910000000703,True,False,0,UP,3.8051699999999755,26.022770000000037,784.04614,0.0,0.6558199999999488,0.704529999999977,0.4215199999998731,19.649580000000128,8.396490000000085,0.0,0.0
participant_10,Q15,Part 1,787.68304,828.51624,40.83320000000003,True,False,-50.906236250000276,True,False,1,NP,20.436410000000024,20.39679000000001,,0.18065999999998894,1.467710000000011,0.2809500000000753,0.6370200000000068,22.984190000000467,15.02143999999953,0.0,0.261229999999955
participant_10,Q2,Part 2,98.08165,121.35199,23.270340000000004,True,False,5.275629999999509,True,False,1,NP,11.668790000000001,11.601550000000003,,6.303230000000028,0.1553700000000049,1.2937299999999823,0.0,13.320149999999984,2.1978600000000057,0.0,0.0
participant_10,Q3,Part 2,121.35199,253.78619,132.4342,True,False,-5.320869999999928,True,False,1,UP,83.69032000000001,48.74387999999999,170.49104,2.4102000000000032,5.174350000000004,0.7957700000000045,1.5951100000000338,64.6827599999999,57.776010000000056,0.0,0.0
participant_10,Q4,Part 1,253.78619,355.29391,101.50771999999998,True,False,2.085678749999964,True,False,1,NP,51.00833,50.49938999999998,,2.8698400000000106,0.9861700000000155,0.4820699999999647,1.525909999999982,35.38090000000008,60.26282999999992,0.0,0.0
participant_10,Q5,Part 2,355.29391,378.87225,23.578340000000026,True,False,-32.73799000000031,True,False,0,NA_no_correct,11.869320000000016,11.70902000000001,,0.4348600000000715,0.0,0.2545700000000011,0.0,19.94521999999995,2.9436900000000037,0.0,0.0
participant_10,Q6,Part 2,379.03314,437.36252,58.329380000000015,True,False,-2.641577499999663,True,False,0,UP,29.472230000000025,28.85714999999999,,2.2151399999999626,1.6148099999999772,2.753720000000044,1.212980000000016,21.658799999999985,28.59944999999999,0.0,0.2744800000000396
participant_10,Q7,Part 2,437.36252,519.34479,81.98226999999997,True,False,-19.128347499999308,True,False,0,UP,41.114869999999996,40.867399999999975,,13.157329999999888,3.2869099999999776,3.9932699999999954,3.95969000000008,36.58717999999999,20.99789000000004,0.0,0.0
participant_10,Q8,Part 2,519.34479,572.12067,52.77588000000003,True,False,-13.50669250000017,True,False,0,UP,26.489080000000058,26.28679999999997,,3.878889999999842,1.2062899999999672,1.5330799999999272,0.2209500000000162,27.341880000000515,18.46758999999986,0.0,0.1271999999999025
participant_10,Q9,Part 2,572.12067,605.77417,33.65350000000001,True,False,-43.915629999999766,True,False,0,UP,16.852970000000028,16.80052999999998,,0.6026600000000144,4.266119999999887,2.914549999999963,0.3751200000000381,14.876770000000079,10.618280000000027,0.0,0.0
participant_11,Q1,Part 2,1191.84521,1217.82092,25.975709999999935,True,False,-50.36236749999948,True,False,0,UP,13.215209999999843,12.760500000000093,,0.0,0.0,0.0,0.0,25.464240000000018,0.5114699999999175,0.0,0.0
participant_11,Q10,Part 1,1505.02209,1529.01685,23.994760000000042,True,False,-24.730319999999836,True,False,1,NP,12.007209999999986,11.987550000000056,,0.6304999999999836,0.0,0.0,0.0,23.023080000000164,0.3411799999998948,0.0,0.0
participant_11,Q11,Part 2,1529.01685,1593.70923,64.69237999999996,True,False,-40.907541250000634,True,False,0,UP,32.5004899999999,32.19189000000006,,0.2613499999999931,0.17382999999995263,0.7628099999999449,2.4317600000001676,60.554209999999784,0.5084200000001147,0.0,0.0
participant_11,Q12,Part 2,1593.70923,1677.17163,83.46240000000012,True,False,-25.296670000000063,True,False,0,UP,41.85071000000016,41.61168999999995,,1.7010300000001735,1.6441699999995762,0.9632400000000416,0.0,79.00613000000044,0.0,0.0,0.14782999999988533
participant_11,Q13,Part 2,1677.17163,1719.41174,42.24010999999996,True,False,-59.499320000000125,True,False,0,UP,21.193109999999933,21.047000000000025,,0.37499000000002525,0.3824600000000373,0.17418999999995322,0.0,38.05091000000016,3.257559999999785,0.0,0.0
participant_11,Q14,Part 1,1719.41174,1746.92871,27.5169699999999,True,False,-14.439928750000348,True,False,1,NP,13.865599999999858,13.651370000000043,,0.0,0.3815899999999601,0.0,0.8641399999999066,26.08387000000016,0.18736999999987347,0.0,0.0
participant_11,Q15,Part 2,1746.92871,1823.23694,76.3082300000001,True,False,-7.538450000000111,True,False,0,UP,38.28809000000001,38.02014000000008,,0.1605299999998806,0.269289999999728,0.24121000000013737,0.41552999999998974,72.6252500000005,2.5964199999998527,0.0,0.0
participant_11,Q2,Part 2,1217.82092,1275.5282,57.70728000000008,True,False,5.275629999999509,True,False,0,UP,29.08447000000001,28.622810000000072,,0.5079400000001897,0.9498299999997926,0.2949300000000221,1.1727199999997993,54.78186000000028,0.0,0.0,0.0
participant_11,Q3,Part 1,1275.5282,1299.32776,23.79955999999993,True,False,22.222594999999387,True,False,0,UP,11.9700899999998,11.829470000000128,,0.0,0.14098999999987427,0.0,0.0,23.216679999999997,0.4418900000000576,0.0,0.0
participant_11,Q4,Part 2,1299.32776,1325.62537,26.297610000000077,True,False,-13.903517500000689,True,False,1,NP,13.217290000000048,13.080320000000029,,0.13379000000009,0.14721999999983382,0.20116999999982,0.0,25.453860000000304,0.3615700000000288,0.0,0.0
participant_11,Q5,Part 1,1325.62537,1348.97937,23.354000000000042,True,False,-17.558350000001838,True,False,0,NA_no_correct,11.711299999999937,11.642700000000104,,0.0,0.3237300000000687,1.4276099999999587,0.0,21.602660000000014,0.0,0.0,0.0
participant_11,Q6,Part 2,1348.97937,1395.67102,46.69164999999998,True,False,-2.641577499999663,True,False,0,UP,23.52489999999989,23.166750000000093,,0.13305000000013933,0.0,0.0,0.0,41.450309999999945,4.8870999999999185,0.0,0.22118999999997868
participant_11,Q7,Part 2,1395.67102,1435.31958,39.64856000000009,True,False,-19.128347499999308,True,False,1,NP,19.834590000000162,19.813969999999927,,0.7769700000001194,0.0,0.0,0.0,38.87158999999997,0.0,0.0,0.0
participant_11,Q8,Part 2,1435.31958,1465.20715,29.88756999999987,True,False,-13.50669250000017,True,False,0,UP,14.951409999999896,14.936159999999973,,0.0,0.3549800000000687,0.0,0.7583000000001903,28.01207999999974,0.36121000000002823,0.0,0.40099999999983993
participant_11,Q9,Part 1,1465.20715,1505.02209,39.81493999999998,True,False,14.444062500000342,True,False,0,UP,20.021109999999908,19.79383000000007,,0.9035699999999451,0.0,0.7634199999997691,0.4085700000000543,37.32386000000042,0.4155199999997876,0.0,0.0
participant_12,Q1,Part 1,44.48244,103.46221,58.97977,True,False,-15.267338749999706,True,False,1,NP,29.734489999999994,29.245280000000008,,0.24440000000001305,2.096640000000015,0.0,0.15303999999999007,32.86363999999993,23.62205000000005,0.0,0.0
participant_12,Q10,Part 2,410.51379,429.39062,18.87683000000004,True,False,21.069950000000233,False,True,0,INVALID,9.599019999999996,9.277810000000045,,0.14096000000000686,0.1671999999999798,0.6317499999999541,0.0,14.10662000000002,3.508890000000065,0.0,0.3214100000000144
participant_12,Q11,Part 2,429.39062,454.20142,24.810799999999972,True,False,-40.907541250000634,True,False,0,UP,12.686949999999968,12.123850000000004,,0.0,0.4202300000000605,0.3954499999999257,0.542850000000044,18.12466999999981,5.327600000000132,0.0,0.0
participant_12,Q12,Part 1,454.20142,480.7742,26.572780000000023,True,False,-33.935123749999576,True,False,1,NP,13.503719999999987,13.069060000000036,,0.0,0.5092700000000718,0.30326000000002296,0.35520000000002483,12.848829999999793,12.55622000000011,0.0,0.0
participant_12,Q13,Part 2,480.7742,490.64722,9.873019999999997,True,False,-59.499320000000125,True,False,0,UP,4.989840000000015,4.883179999999982,,0.239750000000015,0.5381699999999796,0.20767000000000735,0.4484600000000114,6.157640000000072,2.2813299999999117,0.0,0.0
participant_12,Q14,Part 2,490.64722,563.22583,72.57860999999997,True,False,-15.682910000000703,True,False,1,NP,13.524479999999926,59.05413000000004,549.9295,1.3062699999999836,1.7189599999999245,0.8179299999998193,0.7702300000000264,25.671730000000537,41.48288999999943,0.0,0.8106000000002496
participant_12,Q15,Part 2,563.22583,581.39886,18.17303000000004,True,False,-7.538450000000111,True,False,1,NP,9.223809999999958,8.949220000000082,,0.0,0.24719000000004598,0.12036000000000513,0.0,14.092109999999593,3.5928900000003523,0.0,0.12048000000004322
participant_12,Q2,Part 2,103.46221,126.57849,23.116280000000003,True,False,5.275629999999509,True,False,0,UP,11.607830000000007,11.508449999999996,,0.6281900000000036,0.4452099999999888,0.6651700000000034,0.14587000000000216,17.577049999999986,3.6547900000000197,0.0,0.0
participant_12,Q3,Part 2,126.57849,168.72545,42.14695999999999,True,False,-5.320869999999928,True,False,1,NP,39.079289999999986,3.067670000000007,129.83429,0.8450899999999706,2.1515999999999735,0.9981100000000254,0.7769800000000089,31.396299999999982,5.978880000000032,0.0,0.0
participant_12,Q4,Part 2,168.72545,213.0827,44.35724999999999,True,False,-13.903517500000689,True,False,1,NP,33.86025999999998,10.496990000000011,179.4364,0.0,0.3714199999999721,0.695760000000007,0.1811999999999898,32.709830000000096,10.399039999999928,0.0,0.0
participant_12,Q5,Part 2,213.0827,230.3651,17.282400000000024,True,False,-32.73799000000031,True,False,0,NA_no_correct,8.781480000000016,8.500920000000008,,0.5352000000000032,0.8249200000000201,2.5317199999999787,3.45748999999995,8.775750000000102,1.1573199999999702,0.0,0.0
participant_12,Q6,Part 1,230.3651,317.23776,86.87265999999997,True,False,-16.519989999999503,True,False,1,NP,70.99036999999998,15.882289999999983,246.37505,1.8617699999999786,11.291149999999902,1.6268400000000156,1.2372300000000394,65.48897000000008,4.924829999999957,0.0,0.44186999999999443
participant_12,Q7,Part 1,317.23776,329.54449,12.306730000000016,True,False,9.099355000000855,True,False,1,NP,6.271819999999991,6.034910000000025,,1.6215300000001207,0.4086599999999976,0.2884499999999548,0.4609100000000126,9.52717999999993,0.0,0.0,0.0
participant_12,Q8,Part 2,329.54449,397.84937,68.30488000000003,True,False,-13.50669250000017,True,False,1,NP,34.17090000000002,34.13398000000001,,4.970250000000021,6.7791100000001165,2.6120900000000233,3.664079999999956,33.04852999999997,16.889359999999897,0.0,0.3414600000000405
participant_12,Q9,Part 1,397.84937,410.51379,12.66441999999995,True,False,14.444062500000342,False,True,1,INVALID,6.6507499999999595,6.0136699999999905,,0.2406300000000101,0.5095600000000218,0.0,0.0,11.17628999999988,0.7379400000000373,0.0,0.0
participant_13,Q1,Part 2,74.35633,196.03941,121.68308,True,False,-50.36236749999948,True,False,1,NP,60.84843000000001,60.834649999999996,,0.5089899999999972,0.0,0.20801999999999055,2.2150900000000036,118.56351000000002,0.0,0.18746999999999048,0.0
participant_13,Q10,Part 2,888.40833,939.47742,51.069090000000074,True,False,21.069950000000233,True,False,0,UP,25.594550000000027,25.474540000000047,,0.0,0.0,0.1071199999998953,1.312010000000214,49.501949999999965,0.1480099999999993,0.0,0.0
participant_13,Q11,Part 1,939.47742,1026.25549,86.77806999999996,True,False,-23.071896249999938,True,False,1,NP,43.51293999999996,43.26513,,0.18791999999996278,0.0,0.5947799999999006,1.30108000000007,81.65296000000001,2.947270000000003,0.0,0.09406000000001313
participant_13,Q12,Part 2,1026.25549,1086.72949,60.47399999999993,True,False,-25.296670000000063,True,False,0,UP,30.31090999999992,30.16309000000001,,0.34240999999997257,0.0,0.3144500000003063,0.302120000000059,59.146859999999606,0.36815999999998894,0.0,0.0
participant_13,Q13,Part 2,1086.72949,1169.48743,82.75793999999996,True,False,-59.499320000000125,True,False,0,UP,41.39599999999996,41.361940000000004,,0.6969000000001415,0.0,0.32409999999981665,0.8375199999998131,80.89942000000019,0.0,0.0,0.0
participant_13,Q14,Part 1,1169.48743,1229.23071,59.74328000000014,True,False,-14.439928750000348,True,False,1,NP,29.895260000000007,29.848020000000133,,0.0,0.0,0.3758499999999003,1.2866300000002866,58.080799999999954,0.0,0.0,0.0
participant_13,Q15,Part 2,1229.29211,1310.8457,81.55358999999999,True,False,-7.538450000000111,True,False,0,UP,40.90832,40.64526999999998,,0.5988800000000083,0.0,0.1922599999998056,1.0772799999999734,79.30382000000009,0.3813500000001113,0.0,0.0
participant_13,Q2,Part 1,196.03941,285.17584,89.13642999999999,True,False,-33.965244999999996,True,False,1,NP,44.63881999999998,44.49761000000001,,1.6059400000000323,0.0,0.43153999999998405,0.7181499999999232,85.93900000000002,0.44180000000002906,0.0,0.0
participant_13,Q3,Part 2,285.17584,442.34698,157.17113999999998,True,False,-5.320869999999928,True,False,0,UP,78.83351999999996,78.33762000000002,,0.4152900000000841,0.0,0.28014999999993506,0.8912800000000516,153.58882999999992,1.9955899999999929,0.0,0.0
participant_13,Q4,Part 2,442.34698,489.23587,46.88889,True,False,-13.903517500000689,True,False,0,UP,23.530969999999968,23.357920000000036,,0.5970700000000306,0.0,0.18713999999999942,0.9731500000000324,44.9967299999999,0.1348000000000411,0.0,0.0
participant_13,Q5,Part 2,489.23587,592.61316,103.37729000000002,True,False,-32.73799000000031,True,False,0,NA_no_correct,51.71844999999996,51.658840000000055,,0.6903400000000488,0.0,0.3746899999998732,0.33453000000008615,99.25110999999987,2.726620000000139,0.0,0.0
participant_13,Q6,Part 1,592.61316,694.66315,102.04998999999998,True,False,-16.519989999999503,True,False,0,UP,51.05499999999995,50.99499000000003,,0.1964699999999766,17.297300000000064,0.21343999999999141,1.448729999999955,82.15234999999996,0.7417000000000371,0.0,0.0
participant_13,Q7,Part 2,694.66315,770.44916,75.78601000000003,True,False,-19.128347499999308,True,False,1,NP,38.06011999999998,37.72589000000005,,0.5693300000000363,0.0,0.6300200000000586,1.440059999999903,71.92920000000004,1.2173999999999978,0.0,0.0
participant_13,Q8,Part 1,770.44916,856.23584,85.78668000000005,True,False,12.627906249999654,True,False,1,UP,43.05042000000003,42.736260000000016,,1.4272499999999582,0.0,0.0,0.5350199999999177,82.67194000000029,1.0050099999998565,0.0,0.14746000000002368
participant_13,Q9,Part 2,856.23584,888.40833,32.172489999999925,True,False,-43.915629999999766,True,False,0,UP,16.25666000000001,15.915829999999914,,0.32805999999993674,0.0,0.0,0.4823000000000093,31.36212999999998,0.0,0.0,0.0
participant_14,Q1,Part 1,3094.03613,3116.01318,21.977049999999963,True,False,-15.267338749999706,True,False,1,NP,11.366210000000137,10.610839999999826,,1.233639999999923,0.0,1.0051300000000083,0.0,19.73828000000003,0.0,0.0,0.0
participant_14,Q10,Part 1,3497.11328,3548.02124,50.90796,True,False,-24.730319999999836,True,False,1,NP,25.675540000000183,25.23241999999982,,0.0,0.2543899999996029,0.4658199999998942,0.0,37.029299999998784,12.979500000001735,0.0,0.17894999999998618
participant_14,Q11,Part 1,3548.02124,3594.21338,46.19214000000011,True,False,-23.071896249999938,True,False,1,NP,23.22339000000011,22.96875,,0.3610900000003312,0.9716900000003079,0.8432600000001003,0.6162100000001374,36.272469999998975,6.732150000000274,0.0,0.39526999999998225
participant_14,Q12,Part 2,3594.21338,3636.29956,42.086179999999786,True,False,-25.296670000000063,True,False,0,UP,21.13207999999986,20.954099999999926,,0.1882300000002033,0.11400999999978012,0.19408999999996013,0.12012000000004264,26.34983000000011,15.119899999999689,0.0,0.0
participant_14,Q13,Part 2,3636.29956,3663.50171,27.202150000000074,True,False,-59.499320000000125,True,False,0,UP,13.657960000000003,13.544190000000071,,0.4914600000001883,0.0,0.0,0.3352100000001883,24.983639999999923,1.3918399999997746,0.0,0.0
participant_14,Q14,Part 1,3663.50171,3733.66089,70.1591800000001,True,False,-14.439928750000348,True,False,1,NP,12.988530000000083,57.17065000000002,3720.8938,2.0178100000002814,2.9299200000009478,3.0612700000001496,2.596649999999954,56.622629999998026,2.535640000000967,0.0,0.3952599999997801
participant_14,Q15,Part 2,3733.66089,3768.41895,34.758060000000114,True,False,-7.538450000000111,True,False,1,NP,17.396240000000034,17.36182000000008,,1.3664500000008957,0.0,0.214350000000195,0.5707999999999629,30.711449999998877,1.895010000000184,0.0,0.0
participant_14,Q2,Part 2,3116.01318,3158.26709,42.253909999999905,True,False,5.275629999999509,True,False,1,NP,21.776370000000043,20.477539999999863,,0.47559000000001106,1.535899999999856,0.3415500000000975,1.1213400000001457,38.68040999999994,0.0991199999998571,0.0,0.0
participant_14,Q3,Part 2,3158.26709,3189.03979,30.772699999999986,True,False,-5.320869999999928,True,False,0,UP,6.595209999999952,24.177490000000034,3182.62939,0.544430000000375,0.9560500000002321,0.6171899999999368,0.0,28.23241999999982,0.42260999999962223,0.0,0.0
participant_14,Q4,Part 1,3189.03979,3227.84302,38.803229999999985,True,False,2.085678749999964,True,False,1,NP,19.61913999999979,19.184090000000197,,1.3217800000002171,3.2177899999996953,4.147699999999986,1.228020000000015,23.096929999999247,5.791010000000824,0.0,0.0
participant_14,Q5,Part 2,3227.84302,3276.21997,48.376950000000306,True,False,-32.73799000000031,True,False,0,NA_no_correct,24.396240000000034,23.980710000000272,,0.8134800000002542,0.3781699999999546,1.4536199999997734,0.12035999999989144,35.384030000001985,10.227289999998447,0.0,0.0
participant_14,Q6,Part 2,3276.21997,3358.86426,82.64428999999973,True,False,-2.641577499999663,True,False,0,UP,41.35546999999997,41.28881999999976,,0.35253999999986263,1.901369999999588,0.3818500000002132,0.5295299999997951,71.70921999999973,7.588870000000497,0.0,0.18091000000003987
participant_14,Q7,Part 2,3358.86426,3382.31494,23.450680000000375,True,False,-19.128347499999308,True,False,1,NP,11.895750000000135,11.55493000000024,,0.39258000000018,0.0,0.4689899999998488,0.15453999999999724,21.865480000000844,0.5690899999995054,0.0,0.0
participant_14,Q8,Part 2,3382.31494,3464.9939,82.67895999999973,True,False,-13.50669250000017,True,False,0,UP,41.42968999999994,41.2492699999998,,1.001459999999497,2.196759999999813,0.5956999999998516,0.5605399999999463,77.28617000000077,0.48241999999982,0.0,0.5559100000000399
participant_14,Q9,Part 2,3464.9939,3497.11328,32.11938000000009,True,False,-43.915629999999766,True,False,0,UP,16.14330999999993,15.976070000000163,,0.6782199999993281,0.12719000000015512,0.0,0.1877399999998488,30.561050000000705,0.12206999999989421,0.0,0.44311000000016065
participant_15,Q1,Part 2,83.7511,133.64032,49.88922000000001,True,False,-50.36236749999948,True,False,0,UP,25.06499000000001,24.82423,,12.369120000000038,0.0,0.0,0.0,37.52009999999997,0.0,0.0,0.0
participant_15,Q10,Part 2,602.08081,657.93903,55.85821999999996,True,False,21.069950000000233,True,False,1,NP,28.173340000000053,27.684879999999907,,2.9744600000001356,0.8087699999999813,0.0,0.0,51.705059999999776,0.3699300000000676,0.0,0.0
participant_15,Q11,Part 1,657.93903,738.64136,80.70232999999996,True,False,-23.071896249999938,True,False,1,NP,40.90014999999994,39.80218000000002,,5.233579999999961,0.9021000000001322,0.0,0.0,74.56664999999987,0.0,0.0,0.0
participant_15,Q12,Part 2,738.64136,763.2384,24.597039999999993,True,False,-25.296670000000063,True,False,1,NP,12.673279999999977,11.923760000000016,,0.5097099999999273,0.4009999999999536,0.0,0.0,23.686330000000112,0.0,0.0,0.0
participant_15,Q13,Part 1,763.2384,831.42181,68.1834100000001,True,False,-36.89351500000005,True,False,1,NP,34.149040000000014,34.03437000000008,,10.763009999999895,0.354979999999955,0.1017500000000382,0.0,56.52819000000022,0.4354799999999841,0.0,0.0
participant_15,Q14,Part 1,831.42181,858.08789,26.666079999999965,True,False,-14.439928750000348,True,False,1,NP,13.571109999999976,13.09496999999999,,1.661679999999933,0.8024900000000343,0.0,0.0,24.081250000000068,0.12065999999992982,0.0,0.0
participant_15,Q15,Part 2,858.08789,882.98584,24.897950000000037,True,False,-7.538450000000111,True,False,1,NP,22.39325000000008,2.504699999999957,861.00159,3.874090000000024,0.8593000000000757,0.0,0.0,19.99012999999991,0.1744300000000294,0.0,0.0
participant_15,Q2,Part 2,133.64032,166.02097,32.38065,True,False,5.275629999999509,True,False,0,UP,16.430790000000002,15.949860000000001,,5.42303000000004,0.2600999999999942,0.0,0.0,26.69751999999997,0.0,0.0,0.0
participant_15,Q3,Part 2,166.02097,240.19919,74.17821999999998,True,False,-5.320869999999928,True,False,1,NP,37.223089999999985,36.95513,,5.914519999999953,1.7710099999999898,0.0,0.0,66.10642000000004,0.3862699999999961,0.0,0.0
participant_15,Q4,Part 2,240.19919,298.71616,58.516970000000015,True,False,-13.903517500000689,True,False,1,NP,29.265109999999993,29.251860000000022,,10.460730000000012,1.138229999999993,0.0,0.0,46.63034000000002,0.28766999999999143,0.0,0.0
participant_15,Q5,Part 1,298.71616,311.11588,12.399720000000002,True,False,-17.558350000001838,True,False,0,NA_no_correct,6.47120000000001,5.928519999999992,,0.9539400000000455,0.5760800000000472,0.0,0.0,10.559889999999882,0.30981000000002723,0.0,0.0
participant_15,Q6,Part 1,311.11588,366.47815,55.362270000000024,True,False,-16.519989999999503,True,False,1,NP,27.75830000000002,27.603970000000004,,28.662959999999714,0.0,0.0,0.0,26.69931000000031,0.0,0.0,0.0
participant_15,Q7,Part 2,366.47815,442.35077,75.87261999999998,True,False,-19.128347499999308,True,False,0,UP,38.00681000000003,37.865809999999954,,7.244479999999896,1.4933899999999198,0.18787000000003218,0.0,66.94688000000014,0.0,0.0,0.0
participant_15,Q8,Part 2,442.35077,515.59753,73.24676,True,False,-13.50669250000017,True,False,0,UP,36.74752000000001,36.499239999999986,,10.325150000000008,1.154139999999984,0.3350199999999859,0.0,61.338760000000036,0.09368999999998096,0.0,0.0
participant_15,Q9,Part 2,515.59753,602.08081,86.48328000000004,True,False,-43.915629999999766,True,False,0,UP,43.56634000000008,42.916939999999954,,7.482159999999681,0.8333699999999453,0.0,0.0,77.65347000000042,0.5142799999999852,0.0,0.0
participant_16,Q1,Part 1,4048.66333,4106.97314,58.3098100000002,True,False,-15.267338749999706,True,False,1,NP,37.23657000000003,21.07324000000017,4070.00488,0.0,0.0,0.0,0.0,33.91431000000057,24.39549999999963,0.0,0.0
participant_16,Q10,Part 2,4532.75146,4604.45801,71.70654999999988,True,False,21.069950000000233,True,False,0,UP,48.32959000000028,23.3769599999996,4556.35693,1.0717799999993076,0.3549800000009782,0.0,0.0,59.74071999999887,10.53907000000072,0.0,0.0
