BKDUR,BKID,BKPMIN,BPOGV,BPOGX,BPOGY,CS,CX,CY,FPOGD,FPOGID,FPOGS,FPOGV,FPOGX,FPOGY,LEYEX,LEYEY,LEYEZ,LPCX,LPCY,LPD,LPOGV,LPOGX,LPOGY,LPS,LPUPILD,LPUPILV,LPV,REYEX,REYEY,REYEZ,RPCX,RPCY,RPD,RPOGV,RPOGX,RPOGY,RPS,RPUPILD,RPUPILV,RPV
0.00000,0,11,1,0.70495,0.59409,0,0.84115,0.83426,0.20769,751,240.19919,1,0.76062,0.59491,-0.04677,-0.03165,0.71276,0.33205,0.64242,10.82117,1,0.72723,0.55356,1.19755,0.00291,1,1,0.01494,-0.02864,0.66865,0.56205,0.63726,12.50790,1,0.68267,0.63461,1.17821,0.00309,1,1
0.00000,0,11,1,0.77023,0.58322,3,0.84115,0.83426,0.21422,751,240.19919,1,0.76091,0.59455,-0.04677,-0.03165,0.71276,0.33206,0.64256,11.25869,1,0.78475,0.55150,1.16789,0.00294,1,1,0.01494,-0.02864,0.66865,0.56209,0.63720,12.76868,1,0.75571,0.61494,1.14854,0.00299,1,1
0.00000,0,11,1,0.73951,0.57899,0,0.81823,0.84722,0.40807,751,240.19919,1,0.74512,0.58641,-0.04603,-0.03066,0.69993,0.33180,0.64130,12.32592,1,0.75431,0.52969,1.11888,0.00298,1,1,0.01536,-0.02898,0.68745,0.56182,0.63547,12.11740,1,0.72471,0.62828,1.11888,0.00300,1,1
0.00000,0,11,1,0.70806,0.58268,0,0.81823,0.84722,0.41512,751,240.19919,1,0.74370,0.58612,-0.04603,-0.03066,0.69993,0.33175,0.64115,11.84366,1,0.69122,0.54151,1.11888,0.00302,1,1,0.01536,-0.02898,0.68745,0.56172,0.63555,12.76344,1,0.72490,0.62386,1.11888,0.00302,1,1
0.00000,0,11,1,0.70806,0.58268,0,0.81823,0.84722,0.42210,751,240.19919,1,0.74238,0.58581,-0.04603,-0.03066,0.69993,0.33166,0.64128,11.60022,1,0.69122,0.54151,1.11888,0.00298,1,1,0.01536,-0.02898,0.68745,0.56169,0.63540,12.87254,1,0.72490,0.62386,1.11888,0.00302,1,1
0.00000,0,11,1,0.71494,0.58901,0,0.81823,0.84722,0.42860,751,240.19919,1,0.74205,0.58567,-0.04603,-0.03066,0.69993,0.33163,0.64113,11.74174,1,0.73191,0.52840,1.11888,0.00282,1,1,0.01536,-0.02898,0.68745,0.56172,0.63508,12.02838,1,0.69797,0.64961,1.11888,0.00301,1,1
0.00000,0,11,1,0.73593,0.57647,0,0.77292,0.85741,0.43459,751,240.19919,1,0.74123,0.58529,-0.04603,-0.03066,0.69993,0.33176,0.64091,11.65423,1,0.72699,0.52585,1.11888,0.00295,1,1,0.01536,-0.02898,0.68745,0.56173,0.63509,11.94804,1,0.74487,0.62709,1.11888,0.00298,1,1
0.00000,0,11,1,0.73593,0.57647,0,0.77292,0.85741,0.44151,751,240.19919,1,0.74034,0.58492,-0.04603,-0.03066,0.69993,0.33159,0.64112,11.91402,1,0.72699,0.52585,1.11888,0.00300,1,1,0.01536,-0.02898,0.68745,0.56169,0.63508,11.99047,1,0.74487,0.62709,1.11888,0.00297,1,1
0.00000,0,11,1,0.73521,0.56287,0,0.77292,0.85741,0.44823,751,240.19919,1,0.74033,0.58425,-0.04603,-0.03066,0.69993,0.33143,0.64124,11.76867,1,0.75047,0.51373,1.11888,0.00294,1,1,0.01536,-0.02898,0.68745,0.56170,0.63510,11.94801,1,0.71996,0.61200,1.11888,0.00298,1,1
0.00000,0,11,1,0.71159,0.56521,0,0.77292,0.85741,0.45540,751,240.19919,1,0.74003,0.58361,-0.04603,-0.03066,0.69993,0.33111,0.64073,11.07823,1,0.74748,0.54951,1.11888,0.00277,1,1,0.01536,-0.02898,0.68745,0.56116,0.63490,11.64394,1,0.67569,0.58092,1.11888,0.00295,1,1
