BKDUR,BKID,BKPMIN,BPOGV,BPOGX,BPOGY,CS,CX,CY,FPOGD,FPOGID,FPOGS,FPOGV,FPOGX,FPOGY,LEYEX,LEYEY,LEYEZ,LPCX,LPCY,LPD,LPOGV,LPOGX,LPOGY,LPS,LPUPILD,LPUPILV,LPV,REYEX,REYEY,REYEZ,RPCX,RPCY,RPD,RPOGV,RPOGX,RPOGY,RPS,RPUPILD,RPUPILV,RPV
0.00000,0,14,1,0.63783,0.45975,3,0.95833,0.86944,0.17430,818,225.04417,1,0.63531,0.45717,-0.08092,0.05827,0.49206,0.07417,0.10665,24.32868,1,0.68906,0.50691,0.93210,0.00404,1,1,-0.01397,0.06066,0.51912,0.43182,0.11166,24.35444,1,0.58659,0.41260,0.93625,0.00363,1,1
0.00000,0,14,1,0.63191,0.46655,0,0.95833,0.86944,0.34279,818,225.04417,1,0.63099,0.45331,-0.08114,0.05826,0.49071,0.07185,0.10552,24.16895,1,0.68016,0.50262,0.91100,0.00402,1,1,-0.01493,0.06310,0.53825,0.42970,0.10962,23.49153,1,0.58367,0.43049,0.91963,0.00349,1,1
0.00000,0,14,1,0.62403,0.45277,0,0.95833,0.86944,0.34833,818,225.04417,1,0.63084,0.45349,-0.08114,0.05826,0.49071,0.07185,0.10552,24.16895,1,0.66633,0.48761,0.91578,0.00402,1,1,-0.01493,0.06310,0.53825,0.42970,0.10955,23.33514,1,0.58173,0.41793,0.92440,0.00350,1,1
0.00000,0,14,1,0.62443,0.44844,0,0.95833,0.86944,0.35474,818,225.04417,1,0.63069,0.45358,-0.08114,0.05830,0.49071,0.07181,0.10547,24.13232,1,0.66675,0.48310,0.92056,0.00401,1,1,-0.01464,0.06190,0.52769,0.42972,0.10931,22.88464,1,0.58212,0.41378,0.92918,0.00355,1,1
0.00000,0,14,1,0.63632,0.41663,0,0.95833,0.86944,0.36148,818,225.04417,1,0.63088,0.45326,-0.08114,0.05830,0.49071,0.07172,0.10531,23.93121,1,0.67693,0.45495,0.92918,0.00401,1,1,-0.01464,0.06190,0.52769,0.42934,0.10920,23.48701,1,0.59571,0.37831,0.92918,0.00342,1,1
0.00000,0,14,1,0.62419,0.41791,0,0.95833,0.86944,0.36810,818,225.04417,1,0.63072,0.45280,-0.08114,0.05830,0.49071,0.07165,0.10534,24.03754,1,0.65721,0.45864,0.92918,0.00402,1,1,-0.01464,0.06190,0.52769,0.42940,0.10924,23.44948,1,0.59116,0.37717,0.92918,0.00344,1,1
0.00000,0,14,1,0.62419,0.41791,0,0.95833,0.86944,0.37444,818,225.04417,1,0.63056,0.45234,-0.08114,0.05830,0.49071,0.07175,0.10530,24.04681,1,0.65721,0.45864,0.92918,0.00398,1,1,-0.01467,0.06209,0.52898,0.42941,0.10931,23.61529,1,0.59116,0.37717,0.92918,0.00344,1,1
0.00000,0,14,1,0.61501,0.42437,0,0.95833,0.86944,0.38155,818,225.04417,1,0.63023,0.45175,-0.08114,0.05830,0.49071,0.07177,0.10543,24.17114,1,0.65656,0.46148,0.92918,0.00396,1,1,-0.01467,0.06209,0.52898,0.42953,0.10939,23.64619,1,0.57346,0.38726,0.92918,0.00348,1,1
0.00000,0,14,1,0.63413,0.41281,0,0.95833,0.86944,0.38928,818,225.04417,1,0.63013,0.45106,-0.08114,0.05830,0.49071,0.07178,0.10533,24.05655,1,0.67451,0.44789,0.92918,0.00396,1,1,-0.01467,0.06209,0.52898,0.42946,0.10924,23.68085,1,0.59375,0.37773,0.92918,0.00344,1,1
0.00000,0,14,1,0.63449,0.40915,0,0.95833,0.86944,0.39685,818,225.04417,1,0.63005,0.45029,-0.08230,0.05914,0.49750,0.07160,0.10526,24.09308,1,0.67486,0.44409,0.93303,0.00399,1,1,-0.01464,0.06198,0.52769,0.42944,0.10918,23.66869,1,0.59412,0.37422,0.93303,0.00340,1,1
0.00000,0,14,1,0.63879,0.43352,0,0.95833,0.86944,0.40634,818,225.04417,1,0.63025,0.44979,-0.08230,0.05914,0.49750,0.07149,0.10514,23.90274,1,0.69274,0.48183,0.93687,0.00399,1,1,-0.01464,0.06198,0.52769,0.42930,0.10911,23.64575,1,0.58485,0.38521,0.93687,0.00344,1,1
0.00000,0,14,1,0.63109,0.40929,0,0.95833,0.86944,0.41516,818,225.04417,1,0.63044,0.44885,-0.08230,0.05914,0.49750,0.07157,0.10515,23.82804,1,0.66880,0.42539,0.94072,0.00399,1,1,-0.01464,0.06198,0.52769,0.42940,0.10915,23.48106,1,0.59338,0.39320,0.94072,0.00340,1,1
0.00000,0,14,1,0.63109,0.40929,0,0.95833,0.86944,0.42632,818,225.04417,1,0.63063,0.44787,-0.08114,0.05830,0.49071,0.07172,0.10526,23.89095,1,0.66880,0.42539,0.94072,0.00397,1,1,-0.01464,0.06198,0.52769,0.42944,0.10922,23.52616,1,0.59338,0.39320,0.94072,0.00342,1,1
0.00000,0,14,1,0.63109,0.39744,0,0.95833,0.86944,0.42632,818,225.04417,0,0.62907,0.42079,-0.08114,0.05830,0.49071,0.07181,0.10501,23.64201,1,0.66863,0.40714,0.93687,0.00395,1,1,-0.01464,0.06198,0.52769,0.42945,0.10891,22.84548,1,0.59355,0.38773,0.93687,0.00347,1,1
0.00000,0,14,1,0.63109,0.39744,0,0.95833,0.86944,0.42632,818,225.04417,0,0.63008,0.40911,-0.08230,0.05914,0.49750,0.07178,0.10501,23.58576,1,0.66863,0.40714,0.93687,0.00394,1,1,-0.01464,0.06198,0.52769,0.42937,0.10883,22.85085,1,0.59355,0.38773,0.93687,0.00346,1,1
0.00000,0,14,1,0.63541,0.40396,0,0.95833,0.86944,0.42632,818,225.04417,0,0.63186,0.40740,-0.08230,0.05914,0.49750,0.07173,0.10503,23.54943,1,0.67667,0.42784,0.93687,0.00393,1,1,-0.01464,0.06198,0.52769,0.42936,0.10903,23.42224,1,0.59416,0.38009,0.93687,0.00344,1,1
0.00000,0,14,1,0.62903,0.41344,0,0.95833,0.86944,0.01990,819,225.47450,1,0.63115,0.40891,-0.08230,0.05914,0.49750,0.07183,0.10505,23.39981,1,0.66189,0.42089,0.94072,0.00394,1,1,-0.01464,0.06198,0.52769,0.42939,0.10922,23.48072,1,0.59616,0.40599,0.94072,0.00340,1,1
