BKDUR,BKID,BKPMIN,BPOGV,BPOGX,BPOGY,CS,CX,CY,FPOGD,FPOGID,FPOGS,FPOGV,FPOGX,FPOGY,LEYEX,LEYEY,LEYEZ,LPCX,LPCY,LPD,LPOGV,LPOGX,LPOGY,LPS,LPUPILD,LPUPILV,LPV,REYEX,REYEY,REYEZ,RPCX,RPCY,RPD,RPOGV,RPOGX,RPOGY,RPS,RPUPILD,RPUPILV,RPV,participant_id,question_id,part,is_valid,AOI,randomness_label,randomness_label_num
0.0,0,6,1,0.2238,0.08315,3,0.86875,0.84444,0.07333,677,197.81746,1,0.24027,0.1149,-0.07182,-0.05657,0.71909,0.23566,0.74691,23.47152,1,0.2449,0.16354,1.21081,0.00511,1,1,-0.0034,-0.05713,0.73101,0.4853,0.74508,21.05762,1,0.2027,0.00277,1.22113,0.00459,1,1,participant_17,question_2,Timer-No-Correct,True,Question,RANDOM,1
0.0,0,6,1,0.25742,0.19383,0,0.86875,0.84444,0.33366,677,197.81746,1,0.24605,0.14827,-0.06753,-0.05333,0.67719,0.23505,0.74746,24.01125,1,0.26757,0.26568,1.08657,0.00509,1,1,-0.00329,-0.05365,0.68647,0.48483,0.74495,20.64047,1,0.24727,0.12199,1.08657,0.00436,1,1,participant_17,question_2,Timer-No-Correct,True,Question,RANDOM,1
0.0,0,6,1,0.25742,0.19383,0,0.86875,0.84444,0.34036,677,197.81746,1,0.2463,0.14984,-0.06753,-0.05333,0.67719,0.2351,0.74747,24.07417,1,0.26757,0.26568,1.08657,0.00508,1,1,-0.00329,-0.05365,0.68647,0.48488,0.74506,20.30007,1,0.24727,0.12199,1.08657,0.00439,1,1,participant_17,question_2,Timer-No-Correct,True,Question,RANDOM,1
0.0,0,6,1,0.26336,0.20174,0,0.86875,0.84444,0.34036,677,197.81746,0,0.25411,0.1764,-0.06753,-0.05333,0.67719,0.23517,0.74749,23.88156,1,0.27157,0.27083,1.08657,0.0051,1,1,-0.00329,-0.05365,0.68647,0.48489,0.74512,20.19104,1,0.25516,0.13265,1.08657,0.00434,1,1,participant_17,question_2,Timer-No-Correct,True,Question,RANDOM,1
0.0,0,6,1,0.26313,0.19761,0,0.86875,0.84444,0.34036,677,197.81746,0,0.25862,0.18701,-0.06753,-0.05333,0.67719,0.23521,0.74751,23.91182,1,0.27276,0.26046,1.08657,0.00509,1,1,-0.00329,-0.05365,0.68647,0.48495,0.74512,20.23811,1,0.2535,0.13476,1.08657,0.00435,1,1,participant_17,question_2,Timer-No-Correct,True,Question,RANDOM,1
0.0,0,6,1,0.26097,0.18572,0,0.86875,0.84444,0.34036,677,197.81746,0,0.2594,0.18658,-0.06753,-0.05333,0.67719,0.2352,0.74753,23.90723,1,0.27062,0.25355,1.09566,0.0051,1,1,-0.0033,-0.05459,0.69849,0.48493,0.74515,20.17843,1,0.25132,0.11789,1.10469,0.00434,1,1,participant_17,question_2,Timer-No-Correct,True,Question,RANDOM,1
0.0,0,6,1,0.25034,0.17864,0,0.86875,0.84444,0.02014,678,198.16522,1,0.25714,0.18459,-0.06753,-0.05333,0.67719,0.23526,0.74756,23.80443,1,0.27608,0.25261,1.11377,0.00508,1,1,-0.0033,-0.05459,0.69849,0.48508,0.74528,20.30036,1,0.2246,0.10467,1.1228,0.00436,1,1,participant_17,question_2,Timer-No-Correct,True,Question,RANDOM,1
0.0,0,6,1,0.25539,0.18293,0,0.86875,0.84444,0.02609,678,198.16522,1,0.25679,0.18426,-0.06753,-0.05333,0.67719,0.23541,0.74755,23.71445,1,0.28168,0.24368,1.13189,0.00507,1,1,-0.0033,-0.05459,0.69849,0.48512,0.74536,20.06261,1,0.22911,0.12217,1.14091,0.00437,1,1,participant_17,question_2,Timer-No-Correct,True,Question,RANDOM,1
0.0,0,6,1,0.25221,0.16799,0,0.86875,0.84444,0.03284,678,198.16522,1,0.25603,0.18155,-0.06753,-0.05333,0.67719,0.23546,0.74765,23.98254,1,0.27772,0.23019,1.15,0.00506,1,1,-0.00317,-0.0542,0.69289,0.48523,0.74544,20.26893,1,0.22671,0.1058,1.15903,0.00438,1,1,participant_17,question_2,Timer-No-Correct,True,Question,RANDOM,1
0.0,0,6,1,0.2336,0.14154,0,0.86875,0.84444,0.03972,678,198.16522,1,0.25282,0.17583,-0.06753,-0.05333,0.67719,0.23554,0.74759,23.9979,1,0.25202,0.22379,1.15903,0.00505,1,1,-0.00317,-0.0542,0.69289,0.48537,0.74547,20.24011,1,0.21518,0.05929,1.15903,0.00437,1,1,participant_17,question_2,Timer-No-Correct,True,Question,RANDOM,1
0.0,0,6,1,0.24193,0.13468,0,0.86875,0.84444,0.04642,678,198.16522,1,0.25146,0.17069,-0.06753,-0.05333,0.67719,0.23552,0.7476,24.12699,1,0.26213,0.21144,1.15903,0.00506,1,1,-0.00317,-0.0542,0.69289,0.48551,0.74546,20.21265,1,0.22173,0.05793,1.15903,0.00437,1,1,participant_17,question_2,Timer-No-Correct,True,Question,RANDOM,1
