BKDUR,BKID,BKPMIN,BPOGV,BPOGX,BPOGY,CS,CX,CY,FPOGD,FPOGID,FPOGS,FPOGV,FPOGX,FPOGY,LEYEX,LEYEY,LEYEZ,LPCX,LPCY,LPD,LPOGV,LPOGX,LPOGY,LPS,LPUPILD,LPUPILV,LPV,REYEX,REYEY,REYEZ,RPCX,RPCY,RPD,RPOGV,RPOGX,RPOGY,RPS,RPUPILD,RPUPILV,RPV,participant_id,question_id,part,is_valid,AOI,randomness_label,randomness_label_num
0.0,0,29,1,0.91665,0.09896,3,0.88385,0.87407,0.1543,15752,6650.51074,0,0.73282,0.02832,-0.0806,-0.07851,0.70209,0.20577,0.85699,14.34103,1,0.92823,0.03178,0.97104,0.00377,1,1,-0.02337,-0.08766,0.72146,0.4213,0.88653,14.11124,1,0.90508,0.16615,0.96181,0.0038,1,1,participant_6,question_13,Timer-Correct,True,Timer,NOT_RANDOM,0
0.0,0,29,1,0.91245,0.1121,0,0.88385,0.87407,0.1543,15752,6650.51074,0,0.82264,0.07021,-0.08244,-0.08105,0.72331,0.20687,0.85698,14.65296,1,0.92535,0.04156,0.96181,0.00391,1,1,-0.02243,-0.08649,0.71052,0.42162,0.8879,15.83049,1,0.89955,0.18264,0.94457,0.0041,1,1,participant_6,question_13,Timer-Correct,True,Timer,NOT_RANDOM,0
0.0,0,29,1,0.92029,0.11433,0,0.83385,0.86667,0.16748,15753,6650.69189,1,0.91779,0.09202,-0.07903,-0.0799,0.71502,0.21617,0.85627,14.21255,1,0.93149,0.05209,0.98661,0.00397,1,1,-0.02136,-0.09249,0.75566,0.43084,0.88949,14.06868,1,0.90909,0.17657,0.98661,0.00376,1,1,participant_6,question_13,Timer-Correct,True,Timer,NOT_RANDOM,0
0.0,0,29,1,0.90877,0.06952,0,0.83385,0.86667,0.17334,15753,6650.69189,1,0.91745,0.09119,-0.07903,-0.0799,0.71502,0.21612,0.85648,14.21723,1,0.91705,0.02326,0.98661,0.00382,1,1,-0.02136,-0.09249,0.75566,0.43097,0.88952,14.19628,1,0.90049,0.11579,0.99584,0.00381,1,1,participant_6,question_13,Timer-Correct,True,Timer,NOT_RANDOM,0
0.0,0,29,1,0.91417,0.07146,0,0.83385,0.86667,0.18018,15753,6650.69189,1,0.91734,0.09049,-0.07903,-0.0799,0.71502,0.21615,0.85661,14.38456,1,0.92045,0.02229,0.99584,0.00388,1,1,-0.02136,-0.09249,0.75566,0.43093,0.88956,14.10309,1,0.90789,0.12063,1.00508,0.00383,1,1,participant_6,question_13,Timer-Correct,True,Timer,NOT_RANDOM,0
0.0,0,29,1,0.91554,0.06665,0,0.83385,0.86667,0.18701,15753,6650.69189,1,0.91727,0.08966,-0.0805,-0.0815,0.72932,0.21613,0.85664,14.67304,1,0.92319,0.01266,1.00508,0.00392,1,1,-0.02009,-0.08729,0.71272,0.43116,0.88972,14.3315,1,0.90789,0.12063,1.00508,0.00374,1,1,participant_6,question_13,Timer-Correct,True,Timer,NOT_RANDOM,0
0.0,0,29,1,0.92932,0.07665,0,0.82344,0.86667,0.19385,15753,6650.69189,1,0.91768,0.08923,-0.0805,-0.0815,0.72932,0.21619,0.85667,14.70144,1,0.9359,0.01879,1.00508,0.00393,1,1,-0.02009,-0.08729,0.71272,0.43141,0.88987,14.21719,1,0.92274,0.1345,0.99584,0.00375,1,1,participant_6,question_13,Timer-Correct,True,Timer,NOT_RANDOM,0
0.0,0,29,1,0.93178,0.09031,0,0.82344,0.86667,0.2002,15753,6650.69189,1,0.91813,0.08926,-0.0805,-0.0815,0.72932,0.2166,0.85694,14.42249,1,0.94075,0.01939,0.99584,0.00387,1,1,-0.02009,-0.08729,0.71272,0.43139,0.8899,14.30366,1,0.92282,0.16122,0.98661,0.00376,1,1,participant_6,question_13,Timer-Correct,True,Timer,NOT_RANDOM,0
0.0,0,29,1,0.93033,0.09514,0,0.82344,0.86667,0.20703,15753,6650.69189,1,0.91851,0.08945,-0.0805,-0.0815,0.72932,0.2163,0.85681,14.30479,1,0.93783,0.02906,0.98661,0.0039,1,1,-0.02106,-0.09179,0.74902,0.43135,0.88992,14.22396,1,0.92282,0.16122,0.98661,0.00376,1,1,participant_6,question_13,Timer-Correct,True,Timer,NOT_RANDOM,0
0.0,0,29,1,0.92713,0.10657,0,0.82344,0.86667,0.21387,15753,6650.69189,1,0.91877,0.08997,-0.0805,-0.0815,0.72932,0.21639,0.85685,14.21289,1,0.9374,0.04294,0.98661,0.00391,1,1,-0.02106,-0.09179,0.74902,0.43142,0.89005,14.05453,1,0.91686,0.1702,0.99584,0.00372,1,1,participant_6,question_13,Timer-Correct,True,Timer,NOT_RANDOM,0
0.0,0,29,1,0.93531,0.10526,0,0.82344,0.86667,0.22021,15753,6650.69189,1,0.91926,0.09042,-0.0805,-0.0815,0.72932,0.21636,0.85678,14.0528,1,0.93282,0.02887,0.99584,0.00393,1,1,-0.02106,-0.09179,0.74902,0.43135,0.88998,14.14749,1,0.93781,0.18164,1.00508,0.00375,1,1,participant_6,question_13,Timer-Correct,True,Timer,NOT_RANDOM,0
0.0,0,29,1,0.93829,0.09636,0,0.81563,0.86667,0.229,15753,6650.69189,1,0.9198,0.09059,-0.0805,-0.0815,0.72932,0.2163,0.85679,14.01303,1,0.93567,0.0193,1.00508,0.00394,1,1,-0.02103,-0.09172,0.74795,0.43129,0.89005,13.94551,1,0.94092,0.17343,1.01431,0.00373,1,1,participant_6,question_13,Timer-Correct,True,Timer,NOT_RANDOM,0
