BKDUR,BKID,BKPMIN,BPOGV,BPOGX,BPOGY,CS,CX,CY,FPOGD,FPOGID,FPOGS,FPOGV,FPOGX,FPOGY,LEYEX,LEYEY,LEYEZ,LPCX,LPCY,LPD,LPOGV,LPOGX,LPOGY,LPS,LPUPILD,LPUPILV,LPV,REYEX,REYEY,REYEZ,RPCX,RPCY,RPD,RPOGV,RPOGX,RPOGY,RPS,RPUPILD,RPUPILV,RPV,participant_id,question_id,part,is_valid,AOI,randomness_label,randomness_label_num
0.0,0,18,1,0.44807,0.08895,0,0.88437,0.84907,0.1004,419,305.2514,1,0.46389,0.04979,-0.04636,-0.06825,0.61776,0.30258,0.84657,15.20332,1,0.46059,0.08665,1.00076,0.00314,1,1,0.013,-0.06894,0.62612,0.55409,0.84475,15.94758,1,0.43555,0.09125,1.00076,0.00337,1,1,participant_18,question_2,No-Timer,True,Question,NOT_RANDOM,0
0.0,0,18,1,0.47533,0.08428,0,0.88437,0.84907,0.10712,419,305.2514,1,0.46457,0.05182,-0.04636,-0.06825,0.61776,0.30258,0.84651,15.05403,1,0.49274,0.08374,1.00709,0.00315,1,1,0.013,-0.06894,0.62612,0.55405,0.84475,15.9854,1,0.45792,0.08482,1.00709,0.00335,1,1,participant_18,question_2,No-Timer,True,Question,NOT_RANDOM,0
0.0,0,18,1,0.46931,0.07944,0,0.88437,0.84907,0.1145,419,305.2514,1,0.46483,0.05336,-0.04636,-0.06825,0.61776,0.30255,0.84648,15.16701,1,0.49096,0.07924,1.01343,0.00311,1,1,0.013,-0.06894,0.62612,0.55408,0.84471,15.99439,1,0.44765,0.07964,1.01343,0.00338,1,1,participant_18,question_2,No-Timer,True,Question,NOT_RANDOM,0
0.0,0,18,1,0.469,0.0761,0,0.88437,0.84907,0.12045,419,305.2514,1,0.46505,0.05455,-0.04636,-0.06825,0.61776,0.30254,0.84651,15.16748,1,0.49036,0.07246,1.01976,0.00312,1,1,0.01265,-0.06732,0.61141,0.55395,0.84464,16.04282,1,0.44765,0.07973,1.01334,0.00335,1,1,participant_18,question_2,No-Timer,True,Question,NOT_RANDOM,0
0.0,0,18,1,0.46366,0.07775,0,0.88437,0.84907,0.12726,419,305.2514,1,0.46498,0.05571,-0.04636,-0.06825,0.61776,0.30247,0.84666,14.87219,1,0.4797,0.06396,1.01334,0.00315,1,1,0.01265,-0.06732,0.61141,0.55395,0.84464,16.04282,1,0.44761,0.09153,1.00693,0.00335,1,1,participant_18,question_2,No-Timer,True,Question,NOT_RANDOM,0
0.0,0,18,1,0.46394,0.09244,0,0.88437,0.84907,0.13397,419,305.2514,1,0.46493,0.05746,-0.04636,-0.06825,0.61776,0.30244,0.84658,15.09892,1,0.48491,0.07921,1.00693,0.0031,1,1,0.01265,-0.06732,0.61141,0.55395,0.84464,16.03719,1,0.44297,0.10566,1.00052,0.00336,1,1,participant_18,question_2,No-Timer,True,Question,NOT_RANDOM,0
0.0,0,18,1,0.46426,0.09589,0,0.88437,0.84907,0.14069,419,305.2514,1,0.4649,0.05921,-0.04636,-0.06825,0.61776,0.30241,0.84662,15.0306,1,0.48556,0.08611,1.00052,0.00312,1,1,0.01293,-0.06906,0.62721,0.55392,0.84466,15.94921,1,0.44297,0.10566,1.00052,0.00336,1,1,participant_18,question_2,No-Timer,True,Question,NOT_RANDOM,0
0.0,0,18,1,0.47291,0.0865,0,0.88437,0.84907,0.14697,419,305.2514,1,0.46525,0.06039,-0.04636,-0.06825,0.61776,0.30232,0.84671,14.96237,1,0.48142,0.08965,1.00052,0.00314,1,1,0.01293,-0.06906,0.62721,0.55378,0.84467,16.04728,1,0.46439,0.08335,1.00693,0.0034,1,1,participant_18,question_2,No-Timer,True,Question,NOT_RANDOM,0
0.0,0,18,1,0.47016,0.08735,0,0.88437,0.84907,0.15396,419,305.2514,1,0.46545,0.06152,-0.04636,-0.06825,0.61776,0.30228,0.84661,14.95976,1,0.47911,0.08193,1.00693,0.00311,1,1,0.01293,-0.06906,0.62721,0.55381,0.8446,16.01035,1,0.4612,0.09277,1.01334,0.00334,1,1,participant_18,question_2,No-Timer,True,Question,NOT_RANDOM,0
0.0,0,18,1,0.4695,0.07253,0,0.88437,0.84907,0.16074,419,305.2514,1,0.46561,0.06196,-0.04801,-0.0706,0.63905,0.30227,0.84654,14.94131,1,0.47768,0.06751,1.02038,0.00312,1,1,0.01279,-0.06881,0.62499,0.55374,0.84461,15.95471,1,0.46132,0.07756,1.02679,0.0034,1,1,participant_18,question_2,No-Timer,True,Question,NOT_RANDOM,0
