BKDUR,BKID,BKPMIN,BPOGV,BPOGX,BPOGY,CS,CX,CY,FPOGD,FPOGID,FPOGS,FPOGV,FPOGX,FPOGY,LEYEX,LEYEY,LEYEZ,LPCX,LPCY,LPD,LPOGV,LPOGX,LPOGY,LPS,LPUPILD,LPUPILV,LPV,REYEX,REYEY,REYEZ,RPCX,RPCY,RPD,RPOGV,RPOGX,RPOGY,RPS,RPUPILD,RPUPILV,RPV,participant_id,question_id,part,is_valid,AOI,randomness_label,randomness_label_num
0.0,0,9,1,0.86601,0.75662,0,0.89115,0.85278,0.15405,3464,915.5343,1,0.87903,0.79303,-0.01205,-0.05163,0.7082,0.46038,0.73395,23.82564,1,0.86146,0.75513,1.12176,0.00525,1,1,0.05342,-0.05934,0.68504,0.70893,0.77954,20.92446,1,0.87056,0.75811,1.12176,0.00442,1,1,participant_17,question_15,Timer-Correct,True,Other,RANDOM,1
0.0,0,9,1,0.86141,0.76497,0,0.89115,0.85278,0.16071,3464,915.5343,1,0.87832,0.79191,-0.01205,-0.05163,0.7082,0.46038,0.73397,23.80369,1,0.87468,0.75785,1.12176,0.00526,1,1,0.05342,-0.05934,0.68504,0.70896,0.77955,20.99167,1,0.84813,0.7721,1.12176,0.0044,1,1,participant_17,question_15,Timer-Correct,True,Other,RANDOM,1
0.0,0,9,1,0.88104,0.77928,0,0.89115,0.85278,0.30731,3464,915.5343,1,0.87628,0.79244,-0.0118,-0.05146,0.70591,0.46081,0.73397,23.89222,1,0.90778,0.76435,1.12176,0.00518,1,1,0.05327,-0.05895,0.68051,0.70934,0.77953,21.42796,1,0.8543,0.7942,1.12176,0.00427,1,1,participant_17,question_15,Timer-Correct,True,Other,RANDOM,1
0.0,0,9,1,0.8768,0.7867,0,0.89115,0.85278,0.31396,3464,915.5343,1,0.87629,0.79232,-0.0118,-0.05146,0.70591,0.46079,0.73396,23.84256,1,0.90365,0.76398,1.12176,0.00518,1,1,0.05327,-0.05895,0.68051,0.70937,0.77948,21.37502,1,0.84996,0.80942,1.12176,0.0043,1,1,participant_17,question_15,Timer-Correct,True,Other,RANDOM,1
0.0,0,9,1,0.87755,0.78023,0,0.89115,0.85278,0.32092,3464,915.5343,1,0.87674,0.79195,-0.0118,-0.05146,0.70591,0.4608,0.73393,23.90956,1,0.90284,0.76252,1.12176,0.00519,1,1,0.05327,-0.05895,0.68051,0.70932,0.77949,21.34373,1,0.85225,0.79794,1.12176,0.00428,1,1,participant_17,question_15,Timer-Correct,True,Other,RANDOM,1
0.0,0,9,1,0.87755,0.78023,0,0.89115,0.85278,0.32739,3464,915.5343,1,0.87607,0.79122,-0.0119,-0.05185,0.71193,0.46089,0.73397,23.49911,1,0.90284,0.76252,1.12176,0.00521,1,1,0.05327,-0.05895,0.68051,0.70932,0.77949,21.34373,1,0.85225,0.79794,1.12176,0.00428,1,1,participant_17,question_15,Timer-Correct,True,Other,RANDOM,1
0.0,0,9,1,0.87143,0.78345,0,0.89115,0.85278,0.33441,3464,915.5343,1,0.87593,0.79132,-0.0119,-0.05185,0.71193,0.46091,0.73394,23.53051,1,0.90387,0.76739,1.12176,0.00521,1,1,0.05327,-0.05895,0.68051,0.70932,0.77936,21.10991,1,0.83899,0.79951,1.12176,0.00425,1,1,participant_17,question_15,Timer-Correct,True,Other,RANDOM,1
0.0,0,9,1,0.87303,0.76961,0,0.89115,0.85278,0.34125,3464,915.5343,1,0.8756,0.79075,-0.0119,-0.05185,0.71193,0.46092,0.73395,23.57883,1,0.90242,0.74433,1.12176,0.00521,1,1,0.05327,-0.05895,0.68051,0.70934,0.77933,21.11578,1,0.84363,0.7949,1.12176,0.00426,1,1,participant_17,question_15,Timer-Correct,True,Other,RANDOM,1
0.0,0,9,1,0.87303,0.76961,0,0.89115,0.85278,0.34747,3464,915.5343,1,0.87527,0.79018,-0.0119,-0.05185,0.71193,0.46091,0.73394,23.53051,1,0.90242,0.74433,1.12176,0.00521,1,1,0.05327,-0.05885,0.68051,0.70928,0.77926,20.95189,1,0.84363,0.7949,1.12176,0.00429,1,1,participant_17,question_15,Timer-Correct,True,Other,RANDOM,1
0.0,0,9,1,0.86884,0.79059,0,0.89115,0.85278,0.35419,3464,915.5343,1,0.87507,0.79007,-0.0119,-0.05185,0.71193,0.46044,0.73366,23.48386,1,0.88958,0.7799,1.12176,0.0052,1,1,0.05327,-0.05885,0.68051,0.70906,0.77908,20.93701,1,0.84811,0.80128,1.12176,0.0043,1,1,participant_17,question_15,Timer-Correct,True,Other,RANDOM,1
0.0,0,9,1,0.81703,0.72459,0,0.89115,0.85278,0.36108,3464,915.5343,1,0.87387,0.78856,-0.0119,-0.05185,0.71193,0.459,0.73272,24.70466,1,0.8495,0.70397,1.12176,0.0052,1,1,0.05327,-0.05885,0.68051,0.70808,0.77786,20.59003,1,0.78457,0.74521,1.12176,0.0043,1,1,participant_17,question_15,Timer-Correct,True,Other,RANDOM,1
0.0,0,9,1,0.81845,0.72324,0,0.89115,0.85278,0.36761,3464,915.5343,1,0.8727,0.78702,-0.01208,-0.05,0.69153,0.45897,0.73241,23.94163,1,0.8495,0.70397,1.12176,0.00525,1,1,0.05398,-0.05978,0.69556,0.70758,0.77769,21.17959,1,0.7874,0.74251,1.13078,0.00429,1,1,participant_17,question_15,Timer-Correct,True,Other,RANDOM,1
0.0,0,9,1,0.71027,0.56266,0,0.89115,0.85278,0.36761,3464,915.5343,0,0.85217,0.75246,-0.01208,-0.05,0.69153,0.45572,0.72915,25.06912,1,0.71803,0.54779,1.13078,0.00519,1,1,0.05398,-0.05978,0.69556,0.7048,0.77396,20.10497,1,0.7025,0.57753,1.13981,0.00445,1,1,participant_17,question_15,Timer-Correct,True,Answer_Area,RANDOM,1
0.0,0,9,1,0.64712,0.48915,0,0.89115,0.85278,0.36761,3464,915.5343,0,0.74965,0.6208,-0.01208,-0.05,0.69153,0.45435,0.72772,25.58483,1,0.67205,0.50735,1.13981,0.00514,1,1,0.05398,-0.05978,0.69556,0.70284,0.77162,19.61136,1,0.62219,0.47095,1.14884,0.00429,1,1,participant_17,question_15,Timer-Correct,True,Answer_Area,RANDOM,1
0.0,0,9,1,0.65019,0.47628,0,0.89115,0.85278,0.36761,3464,915.5343,0,0.71649,0.57263,-0.01324,-0.05179,0.72377,0.4541,0.72739,25.35678,1,0.67335,0.49728,1.15922,0.00514,1,1,0.05569,-0.06194,0.7296,0.70259,0.77174,20.29646,1,0.62702,0.45529,1.17857,0.00431,1,1,participant_17,question_15,Timer-Correct,True,Answer_Area,RANDOM,1
0.0,0,9,1,0.5623,0.28037,0,0.89115,0.85278,0.36761,3464,915.5343,0,0.61987,0.41527,-0.01324,-0.05179,0.72377,0.45225,0.72545,25.54634,1,0.58041,0.30475,1.18895,0.00514,1,1,0.05569,-0.06194,0.7296,0.70021,0.76854,18.44837,1,0.54418,0.25599,1.19927,0.00423,1,1,participant_17,question_15,Timer-Correct,True,Question,RANDOM,1
0.0,0,9,1,0.53806,0.28627,0,0.89115,0.85278,0.36761,3464,915.5343,0,0.57896,0.35077,-0.01324,-0.05179,0.72377,0.45143,0.72467,25.43413,1,0.56567,0.3246,1.20965,0.0051,1,1,0.05569,-0.06194,0.7296,0.69907,0.76776,18.6722,1,0.51045,0.24793,1.21997,0.00429,1,1,participant_17,question_15,Timer-Correct,True,Question,RANDOM,1
0.0,0,9,1,0.53826,0.27609,0,0.89115,0.85278,0.36761,3464,915.5343,0,0.5654,0.32587,-0.01388,-0.05234,0.73461,0.45117,0.72454,25.3715,1,0.56537,0.31139,1.23035,0.00509,1,1,0.05323,-0.05952,0.7035,0.69878,0.76757,18.92666,1,0.51116,0.24078,1.23035,0.00415,1,1,participant_17,question_15,Timer-Correct,True,Question,RANDOM,1
0.0,0,9,1,0.47942,0.18487,0,0.89115,0.85278,0.36761,3464,915.5343,0,0.51858,0.24907,-0.01388,-0.05234,0.73461,0.4496,0.72299,23.88868,1,0.51556,0.21832,1.23035,0.00503,1,1,0.05323,-0.05952,0.7035,0.69709,0.76634,19.64201,1,0.44328,0.15141,1.22004,0.00425,1,1,participant_17,question_15,Timer-Correct,True,Question,RANDOM,1
0.0,0,9,1,0.49363,0.187,0,0.89115,0.85278,0.36761,3464,915.5343,0,0.5061,0.21804,-0.01388,-0.05234,0.73461,0.44956,0.72305,23.76119,1,0.50865,0.22956,1.22004,0.00513,1,1,0.05323,-0.05952,0.7035,0.69718,0.76638,19.64634,1,0.47861,0.14444,1.20972,0.00432,1,1,participant_17,question_15,Timer-Correct,True,Question,RANDOM,1
