BKDUR,BKID,BKPMIN,BPOGV,BPOGX,BPOGY,CS,CX,CY,FPOGD,FPOGID,FPOGS,FPOGV,FPOGX,FPOGY,LEYEX,LEYEY,LEYEZ,LPCX,LPCY,LPD,LPOGV,LPOGX,LPOGY,LPS,LPUPILD,LPUPILV,LPV,REYEX,REYEY,REYEZ,RPCX,RPCY,RPD,RPOGV,RPOGX,RPOGY,RPS,RPUPILD,RPUPILV,RPV,participant_id,question_id,part,is_valid,AOI,randomness_label,randomness_label_num
0.0,0,47,1,0.55437,1.06029,0,0.87396,0.85278,0.33105,4413,4146.90869,1,0.56144,1.06543,-0.06936,0.03513,0.62459,0.21034,0.31237,24.57312,1,0.5908,0.96218,1.03739,0.00461,1,1,-0.00486,0.03443,0.63587,0.48187,0.31944,24.27743,1,0.51795,1.15839,1.03739,0.00469,1,1,participant_16,question_3,No-Timer,True,Other,NOT_RANDOM,0
0.0,0,47,1,0.54403,1.07643,0,0.87396,0.85278,0.33545,4413,4146.90869,1,0.56102,1.06664,-0.06936,0.03513,0.62459,0.20993,0.31248,24.63338,1,0.58509,0.99073,1.03739,0.00463,1,1,-0.00486,0.03443,0.63587,0.48146,0.31948,24.25708,1,0.50298,1.16214,1.03739,0.00465,1,1,participant_16,question_3,No-Timer,True,Other,NOT_RANDOM,0
0.0,0,47,1,0.54928,1.09365,0,0.87396,0.85278,0.44287,4413,4146.90869,1,0.55707,1.07971,-0.06945,0.03471,0.61792,0.20624,0.31277,24.86853,1,0.56489,1.03662,1.03739,0.0046,1,1,-0.00579,0.03506,0.64396,0.47788,0.31851,24.31771,1,0.53367,1.15067,1.03739,0.00465,1,1,participant_16,question_3,No-Timer,True,Other,NOT_RANDOM,0
0.0,0,47,1,0.54948,1.08865,0,0.87396,0.85278,0.44971,4413,4146.90869,1,0.55686,1.07996,-0.07198,0.03595,0.63918,0.20617,0.31273,24.87456,1,0.56436,1.03186,1.04449,0.00462,1,1,-0.00579,0.03457,0.63314,0.4778,0.31843,24.23793,1,0.5346,1.14543,1.04449,0.00465,1,1,participant_16,question_3,No-Timer,True,Other,NOT_RANDOM,0
0.0,0,47,1,0.55924,1.11499,0,0.87396,0.85278,0.45605,4413,4146.90869,1,0.55648,1.08082,-0.07198,0.03595,0.63918,0.2059,0.31276,24.79929,1,0.57438,1.01805,1.0516,0.00462,1,1,-0.00579,0.03457,0.63314,0.47756,0.31829,24.28869,1,0.54409,1.21193,1.0516,0.00466,1,1,participant_16,question_3,No-Timer,True,Other,NOT_RANDOM,0
0.0,0,47,1,0.55033,1.09014,0,0.87396,0.85278,0.46338,4413,4146.90869,1,0.55607,1.08081,-0.07198,0.03595,0.63918,0.20579,0.31273,24.75582,1,0.567,0.99635,1.0587,0.00464,1,1,-0.00579,0.03457,0.63314,0.47748,0.31821,24.31269,1,0.53365,1.18394,1.0587,0.00462,1,1,participant_16,question_3,No-Timer,True,Other,NOT_RANDOM,0
0.0,0,47,1,0.54948,1.09467,0,0.87396,0.85278,0.46973,4413,4146.90869,1,0.55563,1.0811,-0.07007,0.03498,0.62179,0.20575,0.31267,24.80711,1,0.567,0.99635,1.0587,0.00463,1,1,-0.00568,0.03335,0.61075,0.47745,0.31826,24.28629,1,0.53196,1.19299,1.0455,0.00465,1,1,participant_16,question_3,No-Timer,True,Other,NOT_RANDOM,0
0.0,0,47,1,0.54268,1.07926,0,0.87396,0.85278,0.47607,4413,4146.90869,1,0.55521,1.08188,-0.07007,0.03498,0.62179,0.20558,0.31256,24.82505,1,0.57354,1.00174,1.0384,0.00464,1,1,-0.00568,0.03335,0.61075,0.47725,0.31802,24.36405,1,0.51183,1.15677,1.02521,0.00467,1,1,participant_16,question_3,No-Timer,True,Other,NOT_RANDOM,0
0.0,0,47,1,0.53789,1.08197,0,0.87396,0.85278,0.48291,4413,4146.90869,1,0.55446,1.08209,-0.07007,0.03498,0.62179,0.20549,0.31256,24.67761,1,0.56661,0.99421,1.01811,0.00464,1,1,-0.00568,0.03335,0.61075,0.47719,0.31794,24.20429,1,0.50916,1.16973,1.00491,0.00464,1,1,participant_16,question_3,No-Timer,True,Other,NOT_RANDOM,0
0.0,0,47,1,0.53838,1.08675,0,0.87396,0.85278,0.49023,4413,4146.90869,1,0.5537,1.08252,-0.07157,0.0357,0.63383,0.20541,0.31253,24.79098,1,0.56759,1.00376,1.00491,0.00463,1,1,-0.00604,0.03493,0.63969,0.47714,0.31787,24.27739,1,0.50916,1.16973,1.00491,0.00467,1,1,participant_16,question_3,No-Timer,True,Other,NOT_RANDOM,0
