BKDUR,BKID,BKPMIN,BPOGV,BPOGX,BPOGY,CS,CX,CY,FPOGD,FPOGID,FPOGS,FPOGV,FPOGX,FPOGY,LEYEX,LEYEY,LEYEZ,LPCX,LPCY,LPD,LPOGV,LPOGX,LPOGY,LPS,LPUPILD,LPUPILV,LPV,REYEX,REYEY,REYEZ,RPCX,RPCY,RPD,RPOGV,RPOGX,RPOGY,RPS,RPUPILD,RPUPILV,RPV,participant_id,question_id,part,is_valid,AOI,randomness_label,randomness_label_num
0.0,0,37,1,0.94717,0.81669,3,0.95938,0.85648,0.38867,8052,3420.09888,1,0.96139,0.84325,0.00556,0.00504,0.62281,0.53029,0.47065,14.90247,1,0.92485,0.8041,1.30115,0.00347,1,1,0.06784,-0.00218,0.61844,0.79343,0.5086,18.90292,1,0.96948,0.82928,1.30115,0.00387,1,1,participant_9,question_14,Timer-Correct,True,Submit,NOT_RANDOM,0
0.0,0,37,1,0.83493,0.50265,0,0.95938,0.85648,0.57617,8052,3420.09888,0,0.89677,0.65252,0.00599,0.00551,0.64409,0.52961,0.46658,14.12306,1,0.84525,0.49998,1.33099,0.00341,1,1,0.06732,-0.00198,0.61331,0.79147,0.50387,17.37279,1,0.82462,0.50532,1.32283,0.00395,1,1,participant_9,question_14,Timer-Correct,True,Other,NOT_RANDOM,0
0.0,0,37,1,0.83133,0.50979,0,0.95938,0.85648,0.57617,8052,3420.09888,0,0.87496,0.60494,0.00563,0.00592,0.63647,0.52822,0.46292,14.80799,1,0.84058,0.50939,1.31276,0.00343,1,1,0.06793,-0.00131,0.62439,0.78948,0.5002,17.88642,1,0.82209,0.51018,1.31276,0.0038,1,1,participant_9,question_14,Timer-Correct,True,Other,NOT_RANDOM,0
0.0,0,37,1,0.76645,0.27261,0,0.95938,0.85648,0.57617,8052,3420.09888,0,0.81091,0.42835,0.00563,0.00592,0.63647,0.52739,0.4622,14.15568,1,0.76955,0.28784,1.31276,0.00359,1,1,0.06793,-0.00131,0.62439,0.78806,0.4988,18.2137,1,0.76336,0.25738,1.32091,0.00392,1,1,participant_9,question_14,Timer-Correct,True,Other,NOT_RANDOM,0
0.0,0,37,1,0.70766,0.24281,0,0.95938,0.85648,0.57617,8052,3420.09888,0,0.75928,0.33558,0.00563,0.00592,0.63647,0.52681,0.46169,13.85231,1,0.69532,0.28801,1.32091,0.0036,1,1,0.06793,-0.00131,0.62439,0.78759,0.49798,18.9285,1,0.71999,0.1976,1.32906,0.00392,1,1,participant_9,question_14,Timer-Correct,True,Question,NOT_RANDOM,0
0.0,0,37,1,0.70967,0.23387,0,0.95938,0.85648,0.57617,8052,3420.09888,0,0.74274,0.30168,0.00563,0.00592,0.63647,0.52608,0.45715,14.32193,1,0.69652,0.28249,1.32906,0.0028,1,1,0.06925,-0.00091,0.64052,0.78607,0.4958,18.06626,1,0.72282,0.18525,1.34627,0.00422,1,1,participant_9,question_14,Timer-Correct,True,Question,NOT_RANDOM,0
0.0,0,37,1,0.70241,0.08543,0,0.95938,0.85648,0.57617,8052,3420.09888,0,0.70658,0.18737,0.00563,0.00592,0.63647,0.52559,0.45632,13.90097,1,0.72258,0.07052,1.34627,0.00288,1,1,0.06925,-0.00091,0.64052,0.78538,0.49419,17.77188,1,0.68225,0.10034,1.35532,0.00439,1,1,participant_9,question_14,Timer-Correct,True,Question,NOT_RANDOM,0
0.0,0,37,1,0.67422,0.0529,0,0.95938,0.85648,0.57617,8052,3420.09888,0,0.6904,0.12014,0.00563,0.00592,0.63647,0.52541,0.45616,13.84319,1,0.70435,0.03946,1.35532,0.00282,1,1,0.06925,-0.00091,0.64052,0.78502,0.49406,17.85282,1,0.64408,0.06635,1.36438,0.00395,1,1,participant_9,question_14,Timer-Correct,True,Question,NOT_RANDOM,0
0.0,0,37,1,0.67373,0.05646,0,0.95938,0.85648,0.57617,8052,3420.09888,0,0.68484,0.09891,0.00563,0.00592,0.63647,0.52439,0.45463,13.9906,1,0.70436,0.03942,1.35536,0.00288,1,1,0.06759,-0.00061,0.62728,0.78428,0.49309,17.59883,1,0.64311,0.07349,1.35536,0.00409,1,1,participant_9,question_14,Timer-Correct,True,Question,NOT_RANDOM,0
0.0,0,37,1,0.66784,0.02626,0,0.95938,0.85648,0.57617,8052,3420.09888,0,0.67193,0.04521,0.00563,0.00592,0.63647,0.52414,0.45449,14.1746,1,0.6995,0.00248,1.34635,0.00283,1,1,0.06759,-0.00061,0.62728,0.78397,0.49272,17.91687,1,0.63619,0.05004,1.33729,0.00449,1,1,participant_9,question_14,Timer-Correct,True,Question,NOT_RANDOM,0
