BKDUR,BKID,BKPMIN,BPOGV,BPOGX,BPOGY,CS,CX,CY,FPOGD,FPOGID,FPOGS,FPOGV,FPOGX,FPOGY,LEYEX,LEYEY,LEYEZ,LPCX,LPCY,LPD,LPOGV,LPOGX,LPOGY,LPS,LPUPILD,LPUPILV,LPV,REYEX,REYEY,REYEZ,RPCX,RPCY,RPD,RPOGV,RPOGX,RPOGY,RPS,RPUPILD,RPUPILV,RPV,participant_id,question_id,part,is_valid,AOI,randomness_label,randomness_label_num
0.0,0,21,1,0.35551,0.87906,0,0.90781,0.87407,0.08752,4140,1285.29675,1,0.34942,0.85603,-0.01411,0.06588,0.70494,0.44413,0.19425,14.68541,1,0.39829,0.90834,1.10493,0.00332,1,1,0.04894,0.06159,0.69954,0.68113,0.21148,18.16431,1,0.31273,0.84979,1.09514,0.00389,1,1,participant_23,question_3,Timer-No-Correct,True,Answer_Area,RANDOM,1
0.0,0,21,1,0.35389,0.8128,0,0.90781,0.87407,0.26917,4140,1285.29675,1,0.35528,0.85029,-0.01495,0.06567,0.69937,0.44029,0.19297,14.80536,1,0.38191,0.82654,1.06822,0.00324,1,1,0.04813,0.06211,0.69998,0.67721,0.20897,17.08474,1,0.32588,0.79907,1.07679,0.0039,1,1,participant_23,question_3,Timer-No-Correct,True,Answer_Area,RANDOM,1
0.0,0,21,1,0.35316,0.81143,0,0.90781,0.87407,0.27515,4140,1285.29675,1,0.35523,0.84937,-0.01466,0.06375,0.67889,0.44012,0.19275,14.85822,1,0.38185,0.8265,1.06839,0.00325,1,1,0.0503,0.06517,0.73394,0.67753,0.20899,17.97133,1,0.32447,0.79637,1.08675,0.00387,1,1,participant_23,question_3,Timer-No-Correct,True,Answer_Area,RANDOM,1
0.0,0,21,1,0.34071,0.8553,0,0.90781,0.87407,0.28186,4140,1285.29675,1,0.3549,0.8495,-0.01466,0.06375,0.67889,0.43995,0.19268,14.46916,1,0.34789,0.82161,1.07836,0.00325,1,1,0.0503,0.06517,0.73394,0.67736,0.20871,18.08586,1,0.33353,0.88899,1.08814,0.00384,1,1,participant_23,question_3,Timer-No-Correct,True,Answer_Area,RANDOM,1
0.0,0,21,1,0.35325,0.87849,0,0.90781,0.87407,0.28857,4140,1285.29675,1,0.35486,0.85016,-0.01466,0.06375,0.67889,0.43991,0.19268,14.33847,1,0.3831,0.87534,1.07975,0.00326,1,1,0.0503,0.06517,0.73394,0.67691,0.20846,17.0427,1,0.32339,0.88163,1.08954,0.00389,1,1,participant_23,question_3,Timer-No-Correct,True,Answer_Area,RANDOM,1
0.0,0,21,1,0.34978,0.87608,0,0.90781,0.87407,0.29529,4140,1285.29675,1,0.35475,0.85074,-0.0156,0.0674,0.71723,0.43969,0.19254,14.57923,1,0.37754,0.87237,1.09913,0.00332,1,1,0.04849,0.06306,0.7083,0.67713,0.20858,18.15688,1,0.32203,0.87978,1.09913,0.0039,1,1,participant_23,question_3,Timer-No-Correct,True,Answer_Area,RANDOM,1
0.0,0,21,1,0.37258,0.84826,0,0.90781,0.87407,0.302,4140,1285.29675,1,0.35513,0.85068,-0.0156,0.0674,0.71723,0.43962,0.19257,14.82661,1,0.39686,0.85794,1.11711,0.00329,1,1,0.04849,0.06306,0.7083,0.67697,0.20836,17.87788,1,0.3483,0.83859,1.10732,0.00389,1,1,participant_23,question_3,Timer-No-Correct,True,Answer_Area,RANDOM,1
0.0,0,21,1,0.38047,0.85193,0,0.90781,0.87407,0.30872,4140,1285.29675,1,0.35567,0.85071,-0.0156,0.0674,0.71723,0.4395,0.19238,14.44061,1,0.41897,0.87611,1.12531,0.00329,1,1,0.04849,0.06306,0.7083,0.67688,0.20815,17.92043,1,0.34197,0.82774,1.11552,0.00389,1,1,participant_23,question_3,Timer-No-Correct,True,Answer_Area,RANDOM,1
0.0,0,21,1,0.38073,0.85219,0,0.90781,0.87407,0.31531,4140,1285.29675,1,0.35619,0.85074,-0.01536,0.06628,0.70413,0.43946,0.19243,14.68262,1,0.41931,0.87631,1.12391,0.00324,1,1,0.0478,0.06234,0.69969,0.67698,0.20822,18.55539,1,0.34214,0.82807,1.11412,0.0039,1,1,participant_23,question_3,Timer-No-Correct,True,Answer_Area,RANDOM,1
0.0,0,21,1,0.3469,0.82662,0,0.90781,0.87407,0.32214,4140,1285.29675,1,0.35575,0.85037,-0.01536,0.06628,0.70413,0.43943,0.19216,14.63491,1,0.35429,0.80698,1.10453,0.00325,1,1,0.0478,0.06234,0.69969,0.67671,0.20789,17.90411,1,0.33951,0.84626,1.10453,0.00396,1,1,participant_23,question_3,Timer-No-Correct,True,Answer_Area,RANDOM,1
