BKDUR,BKID,BKPMIN,BPOGV,BPOGX,BPOGY,CS,CX,CY,FPOGD,FPOGID,FPOGS,FPOGV,FPOGX,FPOGY,LEYEX,LEYEY,LEYEZ,LPCX,LPCY,LPD,LPOGV,LPOGX,LPOGY,LPS,LPUPILD,LPUPILV,LPV,REYEX,REYEY,REYEZ,RPCX,RPCY,RPD,RPOGV,RPOGX,RPOGY,RPS,RPUPILD,RPUPILV,RPV
0.00000,0,3,1,0.65103,0.09710,3,0.88281,0.85833,0.22119,7284,2588.93164,1,0.59365,0.07961,-0.03879,0.07444,0.58011,0.32880,0.07092,18.53004,1,0.60739,0.08807,0.90174,0.00430,1,1,0.02066,0.07655,0.57892,0.60021,0.05724,18.65677,1,0.69467,0.10614,0.89645,0.00381,1,1
0.00000,0,3,1,0.66672,0.09477,0,0.88281,0.85833,0.22119,7284,2588.93164,0,0.62424,0.08862,-0.03879,0.07444,0.58011,0.32894,0.07075,18.46078,1,0.62045,0.10113,0.89645,0.00429,1,1,0.02066,0.07655,0.57892,0.60006,0.05710,18.69283,1,0.71298,0.08840,0.89645,0.00380,1,1
0.00000,0,3,1,0.65471,0.12819,0,0.88281,0.85833,0.11426,7285,2589.15918,1,0.65619,0.11297,-0.03931,0.07484,0.58255,0.32716,0.07068,18.18250,1,0.63003,0.15176,0.86239,0.00434,1,1,0.02075,0.07818,0.58889,0.59892,0.05575,18.30630,1,0.67939,0.10462,0.86722,0.00382,1,1
0.00000,0,3,1,0.65632,0.11283,0,0.88281,0.85833,0.12158,7285,2589.15918,1,0.65619,0.11296,-0.03931,0.07484,0.58255,0.32773,0.06904,17.68711,1,0.61459,0.13060,0.87213,0.00349,1,1,0.02075,0.07818,0.58889,0.59876,0.05576,18.49706,1,0.69805,0.09506,0.87696,0.00380,1,1
0.00000,0,3,1,0.65399,0.12096,0,0.88281,0.85833,0.12744,7285,2589.15918,1,0.65608,0.11336,-0.03931,0.07484,0.58255,0.32762,0.06902,17.61387,1,0.61192,0.12694,0.88188,0.00355,1,1,0.02075,0.07818,0.58889,0.59864,0.05576,18.22280,1,0.69606,0.11498,0.88671,0.00377,1,1
0.00000,0,3,1,0.65648,0.11089,0,0.88281,0.85833,0.13330,7285,2589.15918,1,0.65610,0.11325,-0.03849,0.07312,0.56911,0.32747,0.06908,17.73693,1,0.61300,0.11622,0.89162,0.00353,1,1,0.02010,0.07604,0.57280,0.59853,0.05570,18.16851,1,0.69997,0.10556,0.89645,0.00384,1,1
0.00000,0,3,1,0.66092,0.08976,0,0.88281,0.85833,0.13989,7285,2589.15918,1,0.65632,0.11218,-0.03849,0.07312,0.56911,0.32739,0.06915,17.48324,1,0.61343,0.07560,0.89645,0.00353,1,1,0.02010,0.07604,0.57280,0.59850,0.05566,18.20869,1,0.70840,0.10393,0.89645,0.00376,1,1
0.00000,0,3,1,0.65689,0.09884,0,0.88281,0.85833,0.14673,7285,2589.15918,1,0.65635,0.11160,-0.03849,0.07312,0.56911,0.32734,0.06931,17.64061,1,0.61283,0.08950,0.89645,0.00356,1,1,0.02010,0.07604,0.57280,0.59846,0.05566,18.26350,1,0.70096,0.10817,0.89645,0.00376,1,1
0.00000,0,3,1,0.65592,0.10117,0,0.88281,0.85833,0.15332,7285,2589.15918,1,0.65633,0.11116,-0.03954,0.07490,0.58335,0.32652,0.07061,17.79881,1,0.61283,0.08950,0.89645,0.00432,1,1,0.02006,0.07607,0.57304,0.59828,0.05573,18.26890,1,0.69902,0.11283,0.89162,0.00374,1,1
0.00000,0,3,1,0.65918,0.11369,0,0.88281,0.85833,0.16064,7285,2589.15918,1,0.65644,0.11127,-0.03954,0.07490,0.58335,0.32707,0.06941,17.34319,1,0.62649,0.10649,0.89162,0.00354,1,1,0.02006,0.07607,0.57304,0.59819,0.05569,18.32789,1,0.69186,0.12089,0.88679,0.00380,1,1
0.00000,0,3,1,0.66398,0.12367,0,0.88281,0.85833,0.16943,7285,2589.15918,1,0.65673,0.11174,-0.03954,0.07490,0.58335,0.32703,0.06943,17.36686,1,0.61909,0.12153,0.88679,0.00355,1,1,0.02006,0.07607,0.57304,0.59814,0.05569,18.35001,1,0.70886,0.12581,0.88196,0.00378,1,1
0.00000,0,3,1,0.66479,0.12379,0,0.88281,0.85833,0.17847,7285,2589.15918,1,0.65703,0.11219,-0.03970,0.07500,0.58444,0.32654,0.07063,18.42317,1,0.61851,0.12685,0.88196,0.00420,1,1,0.02042,0.07774,0.58561,0.59798,0.05567,18.41119,1,0.71107,0.12074,0.88725,0.00374,1,1
0.00000,0,3,1,0.64972,0.10352,0,0.88281,0.85833,0.18140,7285,2589.15918,1,0.65677,0.11188,-0.03970,0.07500,0.58444,0.32679,0.06969,17.26649,1,0.60132,0.09846,0.88725,0.00352,1,1,0.02042,0.07774,0.58561,0.59785,0.05570,18.15167,1,0.69812,0.10858,0.89737,0.00375,1,1
0.00000,0,3,1,0.66949,0.08955,0,0.88281,0.85833,0.18896,7285,2589.15918,1,0.65721,0.11111,-0.03970,0.07500,0.58444,0.32634,0.07142,18.16648,1,0.62437,0.08921,0.89737,0.00445,1,1,0.02042,0.07774,0.58561,0.59781,0.05571,18.21195,1,0.71461,0.08988,0.90749,0.00373,1,1
0.00000,0,3,1,0.67014,0.08388,0,0.88281,0.85833,0.19409,7285,2589.15918,1,0.65764,0.11020,-0.03970,0.07491,0.58444,0.32595,0.07104,17.77086,1,0.62567,0.07788,0.90749,0.00440,1,1,0.01950,0.07454,0.56186,0.59769,0.05566,18.12135,1,0.71461,0.08988,0.90749,0.00376,1,1
0.00000,0,3,1,0.66951,0.09306,0,0.88281,0.85833,0.20166,7285,2589.15918,1,0.65802,0.10965,-0.03970,0.07491,0.58444,0.32636,0.07008,17.60578,1,0.64146,0.11295,0.90749,0.00353,1,1,0.01950,0.07454,0.56186,0.59757,0.05570,18.06658,1,0.69757,0.07316,0.89737,0.00376,1,1
0.00000,0,3,1,0.66009,0.09954,0,0.88281,0.85833,0.20776,7285,2589.15918,1,0.65809,0.10933,-0.03970,0.07491,0.58444,0.32632,0.07009,17.56238,1,0.62582,0.08839,0.89737,0.00352,1,1,0.01950,0.07454,0.56186,0.59754,0.05575,17.98197,1,0.69436,0.11068,0.88725,0.00375,1,1
0.00000,0,3,1,0.65741,0.11014,0,0.88281,0.85833,0.21436,7285,2589.15918,1,0.65807,0.10936,-0.03992,0.07512,0.58644,0.32626,0.07030,17.30399,1,0.62452,0.09974,0.88725,0.00356,1,1,0.01950,0.07454,0.56186,0.59743,0.05574,18.39474,1,0.69031,0.12053,0.87713,0.00371,1,1
0.00000,0,3,1,0.65334,0.10270,0,0.88281,0.85833,0.22095,7285,2589.15918,1,0.65793,0.10916,-0.03992,0.07512,0.58644,0.32629,0.07041,17.27870,1,0.62156,0.12027,0.87713,0.00354,1,1,0.01950,0.07454,0.56186,0.59738,0.05573,18.37234,1,0.68513,0.08512,0.87713,0.00375,1,1
0.00000,0,3,1,0.65836,0.11213,0,0.88281,0.85833,0.22778,7285,2589.15918,1,0.65794,0.10925,-0.03992,0.07512,0.58644,0.32629,0.07045,17.18323,1,0.61588,0.12814,0.87713,0.00355,1,1,0.01950,0.07454,0.56186,0.59738,0.05572,18.37189,1,0.70084,0.09611,0.87713,0.00374,1,1
0.00000,0,3,1,0.65806,0.11488,0,0.88281,0.85833,0.23413,7285,2589.15918,1,0.65794,0.10940,-0.03837,0.07208,0.56301,0.32576,0.07161,18.42317,1,0.61531,0.13357,0.87222,0.00420,1,1,0.02059,0.07883,0.59451,0.59721,0.05583,18.01791,1,0.70080,0.09619,0.87705,0.00371,1,1
0.00000,0,3,1,0.64940,0.10356,0,0.88281,0.85833,0.24097,7285,2589.15918,1,0.65771,0.10924,-0.03837,0.07208,0.56301,0.32607,0.07067,17.25468,1,0.60449,0.10498,0.87213,0.00355,1,1,0.02059,0.07883,0.59451,0.59715,0.05582,18.08879,1,0.69431,0.10215,0.87696,0.00373,1,1
0.00000,0,3,1,0.65506,0.11160,0,0.88281,0.85833,0.24780,7285,2589.15918,1,0.65764,0.10931,-0.03837,0.07208,0.56301,0.32608,0.07074,17.32854,1,0.61650,0.12277,0.87205,0.00356,1,1,0.02059,0.07883,0.59451,0.59716,0.05584,18.10959,1,0.69361,0.10044,0.87688,0.00373,1,1
0.00000,0,3,1,0.65632,0.10650,0,0.88281,0.85833,0.25415,7285,2589.15918,1,0.65761,0.10923,-0.03937,0.07384,0.57711,0.32577,0.07278,18.64078,1,0.61707,0.11737,0.87688,0.00439,1,1,0.02059,0.07883,0.59451,0.59712,0.05589,18.21101,1,0.69556,0.09563,0.88171,0.00374,1,1
0.00000,0,3,1,0.65725,0.09438,0,0.88281,0.85833,0.26050,7285,2589.15918,1,0.65760,0.10886,-0.03937,0.07384,0.57711,0.32596,0.07249,17.91205,1,0.61324,0.10580,0.88663,0.00447,1,1,0.02059,0.07883,0.59451,0.59710,0.05586,18.21653,1,0.70127,0.08297,0.88663,0.00373,1,1
0.00000,0,3,1,0.65938,0.09280,0,0.88281,0.85833,0.26782,7285,2589.15918,1,0.65764,0.10847,-0.03937,0.07384,0.57711,0.32597,0.07284,18.06876,1,0.61615,0.10742,0.89154,0.00454,1,1,0.02059,0.07883,0.59451,0.59722,0.05586,18.00380,1,0.70262,0.07818,0.89154,0.00376,1,1
0.00000,0,3,1,0.65938,0.09280,0,0.88281,0.85833,0.27441,7285,2589.15918,1,0.65768,0.10810,-0.03831,0.07193,0.56218,0.32599,0.07299,18.07860,1,0.61615,0.10742,0.89154,0.00453,1,1,0.01984,0.07600,0.57280,0.59721,0.05585,17.97874,1,0.70262,0.07818,0.89154,0.00376,1,1
0.00000,0,3,1,0.65105,0.10022,0,0.88281,0.85833,0.28101,7285,2589.15918,1,0.65753,0.10791,-0.03831,0.07193,0.56218,0.32580,0.07277,18.54473,1,0.62170,0.11344,0.88663,0.00434,1,1,0.01984,0.07600,0.57280,0.59721,0.05585,17.97874,1,0.68040,0.08700,0.88663,0.00376,1,1
0.00000,0,3,1,0.65037,0.09035,0,0.88281,0.85833,0.28735,7285,2589.15918,1,0.65737,0.10752,-0.03831,0.07193,0.56218,0.32584,0.07235,18.43070,1,0.61700,0.10384,0.88171,0.00406,1,1,0.01984,0.07600,0.57280,0.59728,0.05581,18.06425,1,0.68374,0.07686,0.88171,0.00376,1,1
0.00000,0,3,1,0.64942,0.09280,0,0.88281,0.85833,0.29419,7285,2589.15918,1,0.65719,0.10719,-0.03910,0.07354,0.57438,0.32623,0.07082,17.37969,1,0.61700,0.10384,0.88171,0.00348,1,1,0.01950,0.07454,0.56186,0.59731,0.05570,18.33911,1,0.68185,0.08177,0.87688,0.00372,1,1
0.00000,0,3,1,0.65051,0.10380,0,0.88281,0.85833,0.30078,7285,2589.15918,1,0.65705,0.10712,-0.03910,0.07354,0.57438,0.32590,0.07188,18.22772,1,0.62157,0.10089,0.88180,0.00408,1,1,0.01950,0.07454,0.56186,0.59739,0.05564,18.26429,1,0.67945,0.10670,0.87696,0.00377,1,1
0.00000,0,3,1,0.65982,0.10543,0,0.88281,0.85833,0.30786,7285,2589.15918,1,0.65710,0.10708,-0.03910,0.07354,0.57438,0.32586,0.07202,18.37651,1,0.62921,0.10337,0.88188,0.00414,1,1,0.01950,0.07454,0.56186,0.59747,0.05556,18.07772,1,0.69043,0.10749,0.87705,0.00373,1,1
0.00000,0,3,1,0.65985,0.10534,0,0.88281,0.85833,0.31470,7285,2589.15918,1,0.65716,0.10704,-0.03910,0.07354,0.57438,0.32608,0.07206,18.08552,1,0.62923,0.10328,0.88196,0.00424,1,1,0.01942,0.07426,0.55938,0.59754,0.05556,18.01027,1,0.69047,0.10741,0.87713,0.00373,1,1
0.00000,0,3,1,0.65205,0.10111,0,0.88281,0.85833,0.32153,7285,2589.15918,1,0.65774,0.10730,-0.03910,0.07354,0.57438,0.32606,0.07206,18.12945,1,0.60617,0.09324,0.87713,0.00423,1,1,0.01942,0.07426,0.55938,0.59763,0.05550,18.14239,1,0.69793,0.10897,0.87713,0.00377,1,1
0.00000,0,3,1,0.66193,0.11135,0,0.88281,0.85833,0.32812,7285,2589.15918,1,0.65784,0.10770,-0.03910,0.07354,0.57438,0.32622,0.07230,17.85603,1,0.62000,0.12161,0.87713,0.00425,1,1,0.01942,0.07426,0.55938,0.59770,0.05554,18.13018,1,0.70386,0.10110,0.87713,0.00375,1,1
0.00000,0,3,1,0.66403,0.10634,0,0.88281,0.85833,0.33496,7285,2589.15918,1,0.65801,0.10795,-0.03970,0.07482,0.58444,0.32659,0.07065,17.36512,1,0.62000,0.12161,0.87713,0.00356,1,1,0.02042,0.07774,0.58561,0.59770,0.05556,18.14422,1,0.70805,0.09108,0.88725,0.00375,1,1
