trial_file,fixation_count,mean_fixation_duration,fixation_dispersion,saccade_count,mean_saccade_velocity,mean_saccade_amplitude,aoi_switch_count,aoi_unique_visited,aoi_revisit_rate,aoi_entropy,pupil_mean,pupil_std,pupil_change_rate,pupil_peak_to_peak,scan_path_length,scan_path_straightness,spatial_spread,trial_duration,sampling_count
participant_27_question_1.csv,30,0.2345213333333333,0.0462923331188104,100,,0.0454607567564068,469,3,0.9988776655443322,0.8081240154413996,0.0046820911285455,0.0003769078638916,0.012626665598534,0.00275,88.20414819256149,0.0062294135862793,0.3592051692936447,-0.33301,3314
participant_27_question_11.csv,43,0.2034888372093023,0.0476270351436246,171,,0.0264471254233538,596,4,0.9992790194664743,0.7367960601356539,0.0041923008155583,0.0002549217063841,0.0097481649784512,0.00227,127.10337695809125,0.0055582759912593,0.3076032724911541,0.19434,6376
participant_27_question_12.csv,81,0.1789753086419753,0.0497613588822377,304,,0.040092105625237,944,4,0.9993212285762768,0.9683407456649976,0.0044175118714233,0.0004097132081763,0.0122582015129023,0.0026599999999999,219.73043437914515,0.0001746497175278,0.4104743276320152,-0.3291,8213
participant_27_question_13.csv,121,0.1766804132231405,0.0519837863926783,401,,0.0377631650866302,1006,4,0.9996540690132318,0.5872244210600378,0.0044429372819536,0.0007451078160771,0.0133290410479976,0.010445,301.3124968243003,0.0024795184252491,0.2818233168358766,0.1543,12612
participant_27_question_14.csv,61,0.1736283606557377,0.0567730328276726,195,,0.0175719916435581,469,4,0.999206978588422,0.6897205640094294,0.004300777424094,0.0001955299822695,0.0082392372916234,0.00205,154.57345474665817,0.0004588117256247,0.3868263937292486,-0.26758,8168
participant_27_question_4.csv,44,0.1891977272727272,0.0524428200255384,156,,0.0404741848393763,401,3,0.9993018384919712,0.6211658462661568,0.0042566948750395,0.0003135291315935,0.0121678844994063,0.00794,141.99164911055857,0.0020592719728494,0.4058713980351452,0.00439,6322
participant_27_question_5.csv,37,0.1827094594594594,0.054636158498137,98,,0.033716768572633,425,3,0.9991092636579572,0.7330376712107064,0.0043510443565181,0.0003462477173776,0.0099652195546933,0.00265,88.43699558335291,0.002793205430558,0.3331395299121433,0.0263599999999999,4802
participant_27_question_6.csv,18,0.2247716666666666,0.0589031353678396,45,,0.0203330531049927,220,4,0.9967611336032388,0.8712341295018277,0.0045806804536357,0.0001940136545631,0.0076564021057095,0.0008599999999999,36.00139310066025,0.0156948686897672,0.3712288281968185,-0.05371,1499
participant_27_question_7.csv,53,0.1625599999999999,0.0558352328087018,169,,0.0390608941606042,546,4,0.9991523627887264,0.7676516191805247,0.0043792146059021,0.0003372781641808,0.0137497334250525,0.0027799999999999,130.41138996334348,0.0056402904299542,0.352879819479939,0.00635,5354
participant_27_question_8.csv,55,0.1661487272727272,0.0500999096626611,173,,0.0273652447890805,495,3,0.9995530393325388,0.649658906229059,0.0041631374894455,0.0002645162104564,0.0103263345854867,0.0024149999999999,149.42766953137092,0.0004682551597075,0.3750707188591919,0.32715,7106
participant_28_question_11.csv,89,0.2102907865168539,0.0449163437326304,309,,0.05364904931945,229,4,0.999403608170568,0.5580921902286933,0.0036130390676606,0.000414676131947,0.0206242869003739,0.005245,260.08260548262257,0.0032172453651151,0.431239936610905,-0.20099,10597
participant_28_question_12.csv,43,0.1676165116279069,0.0494313012255015,120,,0.0318850707584439,115,4,0.9991249179610588,0.2908965254466128,0.0040239892451702,0.0003708401474235,0.0162488287407715,0.0028399999999999,103.52179087054762,0.0067730235992529,0.2392183806482693,0.06519,5021
participant_28_question_13.csv,111,0.1886181081081081,0.0512613405613257,368,,0.0546591102219083,390,4,0.9996209249431388,0.6055453245754463,0.0038337485005997,0.0022525035760634,0.0175832877325541,0.022755,285.19608885206355,0.0023628987363347,0.2937304356163613,0.0268599999999999,12505
participant_28_question_14.csv,120,0.1728746666666666,0.0538457417191238,416,,0.0777623761142855,276,4,0.9996651598861545,0.4473756459925932,0.0038803508293746,0.0016175731047957,0.0385408393736753,0.02638,346.5049717120922,9.50112694258295e-05,0.4056428615754154,0.02491,12841
participant_28_question_15.csv,53,0.1949788679245283,0.0427852013345668,179,,0.0345757181564435,526,4,0.9990478457510116,0.7878226116912707,0.0038630078671328,0.0004199878504415,0.009679321348604,0.0024349999999999,124.6640728310085,0.0034009679593497,0.3101820997642064,-0.13892,5720
participant_28_question_2.csv,47,0.209513829787234,0.0541136573603084,233,,0.12072632360127,149,3,0.9994476155404162,0.4610294255134671,0.0042861957478005,0.0005679010879549,0.0178828490559029,0.00676,216.28199481159027,0.0004852456761472,0.3647940314372814,-0.16159,6820
participant_28_question_3.csv,116,0.243288448275862,0.0538341220722347,418,,0.1373390189847715,330,4,0.9996584407821706,0.7445182143225587,0.004234009605051,0.0020543203101191,0.0585650197436487,0.050545,370.7729213593776,0.0006543528863508,1.0206970376390276,-0.0050899999999999,14888
participant_28_question_7.csv,39,0.2063230769230769,0.0490712592201162,121,,0.0195552622533213,348,4,0.9989171629669734,0.5808971107028745,0.0043147625300941,0.0003384981627775,0.00762546307575,0.00299,94.54915273104952,0.0039657494616513,0.2817145988730525,-0.08667,4569
participant_28_question_8.csv,65,0.1840913846153845,0.0542414935555517,231,,0.0490884086799691,194,4,0.999385937979736,0.4840077647808947,0.0037287375553097,0.0004497287582667,0.0184010227076656,0.00324,189.62543038496472,0.0038622699454611,0.2861654805453847,0.4460999999999999,7232
participant_28_question_9.csv,87,0.1894565517241379,0.0444167128194544,310,,0.0444454982483614,231,4,0.999399128736668,0.53769434464041,0.0036752109129066,0.0003137495251627,0.0135085935084462,0.003115,228.24870325541065,0.0033496667658555,0.3376843461919257,-0.33972,9530
participant_29_question_10.csv,11,0.16622,0.0728252921689625,62,,0.1169442059913333,124,3,0.9982014388489208,0.7362619893399162,0.0046136613216715,0.0003708334039426,0.0183739347038031,0.00263,53.07121158717711,0.0140730229866916,0.402513468151747,-0.3685,2058
participant_29_question_11.csv,8,0.2202675,0.0451327893798896,42,,0.0977096709323105,58,3,0.9971209213051824,0.7873663049354723,0.0045561426319936,0.0001654289578562,0.0150141021074771,0.001585,32.2094565508461,0.0232762048494785,0.4003992075378111,-0.04017,1269
