BKDUR,BKID,BKPMIN,BPOGV,BPOGX,BPOGY,CS,CX,CY,FPOGD,FPOGID,FPOGS,FPOGV,FPOGX,FPOGY,LEYEX,LEYEY,LEYEZ,LPCX,LPCY,LPD,LPOGV,LPOGX,LPOGY,LPS,LPUPILD,LPUPILV,LPV,REYEX,REYEY,REYEZ,RPCX,RPCY,RPD,RPOGV,RPOGX,RPOGY,RPS,RPUPILD,RPUPILV,RPV,participant_id,question_id,part,is_valid,AOI
0.0,0,25,1,0.19035,-0.23096,0,0.95208,0.81852,0.15479,7868,2919.22217,0,0.18011,-0.25358,-0.09792,0.05616,0.5161,-0.00664,0.12564,24.33953,0,0.0,0.0,1.88819,0.00476,1,0,-0.19033,0.15996,1.72838,0.20186,0.1872,32.70449,1,0.19035,-0.23096,1.88819,0.00536,0,1,participant_4,question_7,Timer-No-Correct,True,Other
0.0,0,25,1,0.16662,-0.31025,0,0.95208,0.81852,0.06665,7869,2919.38379,1,0.17131,-0.30445,-0.09792,0.05616,0.5161,-0.00664,0.12564,24.33953,0,0.0,0.0,1.94906,0.00476,1,0,-0.19843,0.16653,1.79935,0.20159,0.18688,31.82034,1,0.16662,-0.31025,1.94906,0.00521,0,1,participant_4,question_7,Timer-No-Correct,True,Other
0.0,0,25,1,0.15681,-0.31923,0,0.95208,0.81852,0.073,7869,2919.38379,1,0.1701,-0.30568,-0.09792,0.05616,0.5161,-0.00664,0.12564,24.33953,0,0.0,0.0,1.94906,0.00476,1,0,-0.19843,0.16653,1.79935,0.20157,0.18692,31.75948,1,0.15681,-0.31923,1.94906,0.0052,0,1,participant_4,question_7,Timer-No-Correct,True,Other
0.0,0,25,1,0.15236,-0.3172,0,0.95208,0.81852,0.08008,7869,2919.38379,1,0.16873,-0.30657,-0.09792,0.05616,0.5161,-0.00664,0.12564,24.33953,0,0.0,0.0,1.94906,0.00476,1,0,-0.19843,0.16653,1.79935,0.20146,0.18689,31.6249,1,0.15236,-0.3172,1.94906,0.00516,0,1,participant_4,question_7,Timer-No-Correct,True,Other
0.0,0,25,1,0.15236,-0.3172,0,0.95208,0.81852,0.08691,7869,2919.38379,1,0.16756,-0.30733,-0.09792,0.05616,0.5161,-0.00664,0.12564,24.33953,0,0.0,0.0,1.94906,0.00476,1,0,-0.19843,0.16653,1.79935,0.20143,0.18694,31.5133,1,0.15236,-0.3172,1.94906,0.00516,0,1,participant_4,question_7,Timer-No-Correct,True,Other
0.0,0,25,1,0.14712,-0.31091,0,0.95208,0.81852,0.09351,7869,2919.38379,1,0.1662,-0.30757,-0.09792,0.05616,0.5161,-0.00664,0.12564,24.33953,0,0.0,0.0,1.94906,0.00476,1,0,-0.19843,0.16653,1.79935,0.20134,0.18697,31.54861,1,0.14712,-0.31091,1.94906,0.00511,0,1,participant_4,question_7,Timer-No-Correct,True,Other
0.0,0,25,1,0.17079,-0.2902,0,0.95208,0.81852,0.10034,7869,2919.38379,1,0.16649,-0.30648,-0.09792,0.05616,0.5161,-0.00664,0.12564,24.33953,0,0.0,0.0,1.94906,0.00476,1,0,-0.19843,0.16653,1.79935,0.20135,0.18703,31.46315,1,0.17079,-0.2902,1.94906,0.00511,0,1,participant_4,question_7,Timer-No-Correct,True,Other
0.0,0,25,1,0.17282,-0.27856,0,0.95208,0.81852,0.10693,7869,2919.38379,1,0.16686,-0.30484,-0.09792,0.05616,0.5161,-0.00664,0.12564,24.33953,0,0.0,0.0,1.93759,0.00476,1,0,-0.19333,0.16222,1.75274,0.20133,0.18712,31.16546,1,0.17282,-0.27856,1.93384,0.00511,0,1,participant_4,question_7,Timer-No-Correct,True,Other
0.0,0,25,1,0.14537,-0.26279,0,0.95208,0.81852,0.11328,7869,2919.38379,1,0.16567,-0.3025,-0.09792,0.05616,0.5161,-0.00664,0.12564,24.33953,0,0.0,0.0,1.92237,0.00476,1,0,-0.19333,0.16222,1.75274,0.2013,0.18715,31.15962,1,0.14537,-0.26279,1.91863,0.00511,0,1,participant_4,question_7,Timer-No-Correct,True,Other
0.0,0,25,1,0.17419,-0.22712,0,0.95208,0.81852,0.11963,7869,2919.38379,1,0.16611,-0.29854,-0.09792,0.05616,0.5161,-0.00664,0.12564,24.33953,0,0.0,0.0,1.90716,0.00476,1,0,-0.19333,0.16222,1.75274,0.20129,0.18727,31.29096,1,0.17419,-0.22712,1.90341,0.00507,0,1,participant_4,question_7,Timer-No-Correct,True,Other
