BKDUR,BKID,BKPMIN,BPOGV,BPOGX,BPOGY,CS,CX,CY,FPOGD,FPOGID,FPOGS,FPOGV,FPOGX,FPOGY,LEYEX,LEYEY,LEYEZ,LPCX,LPCY,LPD,LPOGV,LPOGX,LPOGY,LPS,LPUPILD,LPUPILV,LPV,REYEX,REYEY,REYEZ,RPCX,RPCY,RPD,RPOGV,RPOGX,RPOGY,RPS,RPUPILD,RPUPILV,RPV,participant_id,question_id,part,is_valid,AOI
0.0,0,14,1,0.44639,0.10224,3,0.86927,0.88796,0.13361,1773,582.54968,1,0.44742,0.02569,0.0,0.0,0.0,0.27736,0.17623,19.64952,1,0.53581,0.18131,0.91057,0.00357,0,1,0.01189,0.04619,0.51153,0.56482,0.19852,18.64861,1,0.35697,0.02317,0.88631,0.00386,1,1,participant_28,question_5,Timer-No-Correct,True,Question
0.0,0,14,1,0.44945,0.10396,0,0.86927,0.88796,0.14026,1773,582.54968,1,0.44751,0.02924,0.0,0.0,0.0,0.27734,0.17633,19.61213,1,0.53577,0.20062,0.89104,0.00361,0,1,0.01189,0.04619,0.51153,0.5648,0.19858,18.88704,1,0.36314,0.0073,0.89104,0.00388,1,1,participant_28,question_5,Timer-No-Correct,True,Question
0.0,0,14,1,0.4531,0.09948,0,0.86927,0.88796,0.01996,1774,582.70996,1,0.45244,0.08913,0.0,0.0,0.0,0.27754,0.17629,19.85772,1,0.54129,0.19075,0.9005,0.00368,0,1,0.01189,0.04619,0.51153,0.56483,0.19851,18.74011,1,0.36492,0.0082,0.9005,0.00386,1,1,participant_28,question_5,Timer-No-Correct,True,Question
0.0,0,14,1,0.45676,0.07679,0,0.86927,0.88796,0.02655,1774,582.70996,1,0.4533,0.08667,0.0,0.0,0.0,0.27754,0.17629,19.82342,1,0.54339,0.14309,0.9005,0.00369,0,1,0.01189,0.04619,0.51153,0.56505,0.19856,19.14445,1,0.37013,0.01049,0.9005,0.0039,1,1,participant_28,question_5,Timer-No-Correct,True,Question
0.0,0,14,1,0.45676,0.07679,0,0.86927,0.88796,0.03302,1774,582.70996,1,0.45388,0.08502,0.0,0.0,0.0,0.27757,0.17639,19.6802,1,0.54339,0.14309,0.9005,0.00366,0,1,0.01189,0.04619,0.51153,0.56503,0.1986,19.22428,1,0.37013,0.01049,0.9005,0.0039,1,1,participant_28,question_5,Timer-No-Correct,True,Question
0.0,0,14,1,0.4565,0.08185,0,0.86927,0.88796,0.04022,1774,582.70996,1,0.45426,0.08457,0.0,0.0,0.0,0.27784,0.17626,19.26075,1,0.54507,0.15086,0.9005,0.00377,0,1,0.01189,0.04619,0.51153,0.56498,0.19851,18.96631,1,0.36794,0.01285,0.9005,0.00393,1,1,participant_28,question_5,Timer-No-Correct,True,Question
0.0,0,14,1,0.45426,0.08837,0,0.86927,0.88796,0.04688,1774,582.70996,1,0.45426,0.08504,0.0,0.0,0.0,0.27771,0.17631,18.92051,1,0.53982,0.16152,0.9005,0.00383,0,1,0.01189,0.04619,0.51153,0.56501,0.1985,19.17273,1,0.3687,0.01521,0.9005,0.00392,1,1,participant_28,question_5,Timer-No-Correct,True,Question
0.0,0,14,1,0.45647,0.07942,0,0.86927,0.88796,0.05481,1774,582.70996,1,0.4545,0.08442,0.0,0.0,0.0,0.27791,0.1762,18.92929,1,0.53982,0.16152,0.9005,0.00383,0,1,0.01189,0.04619,0.51153,0.56498,0.19855,19.24155,1,0.37313,-0.00269,0.92476,0.00392,1,1,participant_28,question_5,Timer-No-Correct,True,Question
0.0,0,14,1,0.45616,0.0646,0,0.86927,0.88796,0.05994,1774,582.70996,1,0.45467,0.08244,0.0,0.0,0.0,0.27775,0.17614,18.73977,1,0.53699,0.14302,0.92476,0.00379,0,1,0.01189,0.04619,0.51153,0.56485,0.1987,19.13156,1,0.37533,-0.01382,0.94902,0.00393,1,1,participant_28,question_5,Timer-No-Correct,True,Question
0.0,0,14,1,0.45832,0.04601,0,0.86927,0.88796,0.06653,1774,582.70996,1,0.455,0.07912,0.0,0.0,0.0,0.27777,0.176,18.42784,1,0.53171,0.1293,0.94902,0.00381,0,1,0.01189,0.04619,0.51153,0.56502,0.19859,18.97107,1,0.38492,-0.03729,0.97329,0.00393,1,1,participant_28,question_5,Timer-No-Correct,True,Question
0.0,0,14,1,0.4593,0.03192,0,0.86927,0.88796,0.07324,1774,582.70996,1,0.45536,0.07519,-0.18982,0.22214,2.29777,0.27765,0.17623,18.62852,1,0.53119,0.11156,0.96856,0.00382,0,1,0.01189,0.04619,0.51153,0.56499,0.19849,18.64291,1,0.38741,-0.04772,0.98716,0.00396,1,1,participant_28,question_5,Timer-No-Correct,True,Question
0.0,0,14,1,0.45947,0.01457,0,0.86927,0.88796,0.08008,1774,582.70996,1,0.45567,0.07053,-0.18982,0.22214,2.29777,0.27757,0.17628,18.74516,1,0.53948,0.05529,0.98243,0.00378,0,1,0.01189,0.04619,0.51153,0.56494,0.1984,18.7336,1,0.37947,-0.02614,0.97677,0.00397,1,1,participant_28,question_5,Timer-No-Correct,True,Other
0.0,0,14,1,0.4589,0.018,0,0.86927,0.88796,0.08667,1774,582.70996,1,0.4559,0.06677,-0.18982,0.22214,2.29777,0.27759,0.17642,19.11758,1,0.53784,0.06392,0.97203,0.00375,0,1,0.01189,0.04619,0.51153,0.56485,0.19851,18.5063,1,0.37996,-0.02792,0.96637,0.00393,1,1,participant_28,question_5,Timer-No-Correct,True,Other
0.0,0,14,1,0.45805,0.02679,0,0.86927,0.88796,0.09338,1774,582.70996,1,0.45605,0.06411,-0.18982,0.22214,2.29777,0.27757,0.17639,18.96619,1,0.538,0.0738,0.96164,0.00376,0,1,0.01189,0.04619,0.51153,0.5649,0.19859,18.8267,1,0.37811,-0.02022,0.95598,0.00392,1,1,participant_28,question_5,Timer-No-Correct,True,Question
0.0,0,14,1,0.46066,0.04815,0,0.86927,0.88796,0.10046,1774,582.70996,1,0.45634,0.06311,-0.18982,0.22214,2.29777,0.27758,0.17631,19.20567,1,0.53994,0.10378,0.95598,0.00375,0,1,0.01189,0.04619,0.51153,0.56493,0.19864,18.92302,1,0.38139,-0.00748,0.95598,0.00391,1,1,participant_28,question_5,Timer-No-Correct,True,Question
0.0,0,14,1,0.46328,0.04782,0,0.86927,0.88796,0.10687,1774,582.70996,1,0.45674,0.06221,-0.18982,0.22214,2.29777,0.27762,0.17645,19.6491,1,0.53909,0.10082,0.95598,0.00373,0,1,0.01189,0.04619,0.51153,0.56495,0.19867,18.82469,1,0.38747,-0.00518,0.95598,0.00391,1,1,participant_28,question_5,Timer-No-Correct,True,Question
0.0,0,14,1,0.46153,0.05455,0,0.86927,0.88796,0.11346,1774,582.70996,1,0.45701,0.06179,-0.18982,0.22179,2.29776,0.27762,0.17666,20.32688,1,0.53909,0.10082,0.95598,0.00371,0,1,0.01189,0.04619,0.51153,0.56495,0.19868,18.87207,1,0.38396,0.00828,0.93738,0.00392,1,1,participant_28,question_5,Timer-No-Correct,True,Question
0.0,0,14,1,0.45871,0.05291,0,0.86927,0.88796,0.12018,1774,582.70996,1,0.4571,0.06132,-0.18982,0.22179,2.29776,0.27749,0.17681,20.79911,1,0.5403,0.12937,0.93738,0.0037,0,1,0.01189,0.04619,0.51153,0.56476,0.19846,18.52272,1,0.37712,-0.02355,0.91878,0.00393,1,1,participant_28,question_5,Timer-No-Correct,True,Question
0.0,0,14,1,0.46008,0.05571,0,0.86927,0.88796,0.12708,1774,582.70996,1,0.45725,0.06104,-0.18982,0.22179,2.29776,0.27766,0.1768,20.52296,1,0.54088,0.14227,0.91878,0.00376,0,1,0.01189,0.04619,0.51153,0.56513,0.19876,18.97757,1,0.37928,-0.03085,0.90018,0.00394,1,1,participant_28,question_5,Timer-No-Correct,True,Question
0.0,0,14,1,0.45894,0.0677,0,0.86927,0.88796,0.13361,1774,582.70996,1,0.45733,0.06136,0.0,0.0,0.0,0.27763,0.17697,20.66228,1,0.54125,0.15518,0.90491,0.00371,0,1,0.01189,0.04619,0.51153,0.56527,0.1988,18.65147,1,0.37664,-0.01977,0.88631,0.00398,1,1,participant_28,question_5,Timer-No-Correct,True,Question
0.0,0,14,1,0.4556,0.08017,0,0.86927,0.88796,0.14032,1774,582.70996,1,0.45725,0.06221,0.0,0.0,0.0,0.27772,0.17686,20.80857,1,0.5484,0.1726,0.89104,0.00374,0,1,0.01189,0.04619,0.51153,0.56552,0.19886,18.5629,1,0.3628,-0.01226,0.89104,0.00398,1,1,participant_28,question_5,Timer-No-Correct,True,Question
0.0,0,14,1,0.46046,0.07234,0,0.86927,0.88796,0.1474,1774,582.70996,1,0.45739,0.06265,0.0,0.0,0.0,0.27772,0.17687,20.79304,1,0.55251,0.16628,0.89577,0.00375,0,1,0.01189,0.04619,0.51153,0.56553,0.19885,18.55116,1,0.36841,-0.0216,0.89577,0.00398,1,1,participant_28,question_5,Timer-No-Correct,True,Question
0.0,0,14,1,0.46083,0.06827,0,0.86927,0.88796,0.1543,1774,582.70996,1,0.45753,0.06289,0.0,0.0,0.0,0.27792,0.17677,20.30988,1,0.55241,0.16186,0.9005,0.00388,0,1,0.01196,0.04613,0.51128,0.56552,0.19895,18.71478,1,0.36926,-0.02532,0.9005,0.00398,1,1,participant_28,question_5,Timer-No-Correct,True,Question
0.0,0,14,1,0.46756,0.07057,0,0.86927,0.88796,0.16083,1774,582.70996,1,0.45794,0.06319,0.0,0.0,0.0,0.27792,0.17688,20.04845,1,0.56178,0.1525,0.9005,0.00386,0,1,0.01196,0.04613,0.51128,0.56546,0.19882,18.47221,1,0.37334,-0.01135,0.9005,0.00398,1,1,participant_28,question_5,Timer-No-Correct,True,Question
0.0,0,14,1,0.45746,0.07462,0,0.86927,0.88796,0.16693,1774,582.70996,1,0.45792,0.06363,0.0,0.0,0.0,0.27783,0.17664,20.85216,1,0.54009,0.15862,0.9005,0.00374,0,1,0.01196,0.04613,0.51128,0.56541,0.19872,18.27795,1,0.37484,-0.00937,0.9005,0.00401,1,1,participant_28,question_5,Timer-No-Correct,True,Question
