BKDUR,BKID,BKPMIN,BPOGV,BPOGX,BPOGY,CS,CX,CY,FPOGD,FPOGID,FPOGS,FPOGV,FPOGX,FPOGY,LEYEX,LEYEY,LEYEZ,LPCX,LPCY,LPD,LPOGV,LPOGX,LPOGY,LPS,LPUPILD,LPUPILV,LPV,REYEX,REYEY,REYEZ,RPCX,RPCY,RPD,RPOGV,RPOGX,RPOGY,RPS,RPUPILD,RPUPILV,RPV,participant_id,question_id,part,is_valid,AOI
0.0,0,6,1,0.72355,0.76319,3,0.91458,0.82593,0.02588,3404,1574.87476,1,0.46993,0.29886,-0.00379,0.0029,0.49574,0.4776,0.46625,31.34378,1,0.40165,0.15346,0.96143,0.00514,1,1,0.0575,0.00189,0.48398,0.80977,0.47139,32.55173,1,1.04545,1.37291,0.96521,0.00567,1,1,participant_8,question_5,Timer-No-Correct,True,Answer_Area
0.0,0,6,1,0.39799,0.18524,0,0.91458,0.82593,0.07422,3405,1574.98083,1,0.39359,0.19178,-0.00391,0.00278,0.48737,0.47675,0.46733,31.82348,1,0.4155,0.17586,0.98075,0.00523,1,1,0.05885,0.00193,0.49563,0.80935,0.47222,33.5967,1,0.38049,0.19463,0.98075,0.00568,1,1,participant_8,question_5,Timer-No-Correct,True,Question
0.0,0,6,1,0.39803,0.18289,0,0.91458,0.82593,0.08105,3405,1574.98083,1,0.39393,0.1911,-0.00405,0.00281,0.49975,0.47665,0.46731,31.97911,1,0.4155,0.17586,0.98075,0.00524,1,1,0.05919,0.00195,0.49883,0.80935,0.47233,33.84282,1,0.38056,0.18991,0.98506,0.00572,1,1,participant_8,question_5,Timer-No-Correct,True,Question
0.0,0,6,1,0.39541,0.17669,0,0.91458,0.82593,0.08728,3405,1574.98083,1,0.39404,0.19007,-0.00405,0.00281,0.49975,0.47653,0.46729,31.98181,1,0.41195,0.17163,0.98904,0.00525,1,1,0.05919,0.00195,0.49883,0.80919,0.4723,33.7433,1,0.37886,0.18174,0.99335,0.00569,1,1,participant_8,question_5,Timer-No-Correct,True,Question
0.0,0,6,1,0.39118,0.16631,0,0.91458,0.82593,0.09375,3405,1574.98083,1,0.39385,0.18849,-0.00405,0.00281,0.49975,0.47651,0.46733,32.05459,1,0.40652,0.16118,0.99732,0.00525,1,1,0.05919,0.00195,0.49883,0.80925,0.47227,33.77151,1,0.37584,0.17145,1.00163,0.00572,1,1,participant_8,question_5,Timer-No-Correct,True,Question
0.0,0,6,1,0.3907,0.16238,0,0.91458,0.82593,0.10083,3405,1574.98083,1,0.39365,0.18686,-0.00405,0.00281,0.49975,0.4766,0.46722,31.93634,1,0.40556,0.15325,1.00561,0.00524,1,1,0.05749,0.00189,0.48511,0.80913,0.47231,33.86347,1,0.37584,0.17151,1.00158,0.0057,1,1,participant_8,question_5,Timer-No-Correct,True,Question
0.0,0,6,1,0.39884,0.1692,0,0.91458,0.82593,0.10779,3405,1574.98083,1,0.39395,0.18582,-0.00405,0.00281,0.49975,0.47654,0.46721,31.95924,1,0.4212,0.15831,1.00158,0.00525,1,1,0.05749,0.00189,0.48511,0.80908,0.47229,33.91683,1,0.37647,0.18009,0.99323,0.00571,1,1,participant_8,question_5,Timer-No-Correct,True,Question
0.0,0,6,1,0.39508,0.172,0,0.91458,0.82593,0.1145,3405,1574.98083,1,0.39402,0.18505,-0.00405,0.00281,0.49975,0.47651,0.467,31.26867,1,0.41892,0.16011,0.99323,0.00531,1,1,0.05749,0.00189,0.48511,0.80908,0.47229,33.91772,1,0.37124,0.1839,0.98489,0.00571,1,1,participant_8,question_5,Timer-No-Correct,True,Question
0.0,0,6,1,0.39548,0.18063,0,0.91458,0.82593,0.12109,3405,1574.98083,1,0.39409,0.18482,-0.00408,0.00274,0.49444,0.47643,0.467,31.40363,1,0.4198,0.16818,0.98489,0.0053,1,1,0.05749,0.00189,0.48511,0.80906,0.47231,33.8648,1,0.37116,0.19309,0.97655,0.00571,1,1,participant_8,question_5,Timer-No-Correct,True,Question
0.0,0,6,1,0.40034,0.17584,0,0.91458,0.82593,0.12781,3405,1574.98083,1,0.39441,0.18437,-0.00408,0.00274,0.49444,0.4764,0.46705,31.53764,1,0.41502,0.14835,0.97655,0.00527,1,1,0.05749,0.00189,0.48511,0.80905,0.47231,33.99559,1,0.38566,0.20333,0.97655,0.0057,1,1,participant_8,question_5,Timer-No-Correct,True,Question
0.0,0,6,1,0.39865,0.17921,0,0.91458,0.82593,0.13452,3405,1574.98083,1,0.39461,0.18412,-0.00408,0.00274,0.49444,0.47631,0.46712,31.56608,1,0.41277,0.15585,0.97655,0.00532,1,1,0.05749,0.00189,0.48511,0.809,0.47231,33.83471,1,0.38452,0.20256,0.97655,0.00571,1,1,participant_8,question_5,Timer-No-Correct,True,Question
0.0,0,6,1,0.39865,0.17921,0,0.91458,0.82593,0.14124,3405,1574.98083,1,0.39479,0.1839,-0.00408,0.00274,0.49444,0.47618,0.46728,31.53693,1,0.41277,0.15585,0.97655,0.00531,1,1,0.05749,0.00189,0.48511,0.80894,0.47227,33.88397,1,0.38452,0.20256,0.97655,0.00572,1,1,participant_8,question_5,Timer-No-Correct,True,Question
