BKDUR,BKID,BKPMIN,BPOGV,BPOGX,BPOGY,CS,CX,CY,FPOGD,FPOGID,FPOGS,FPOGV,FPOGX,FPOGY,LEYEX,LEYEY,LEYEZ,LPCX,LPCY,LPD,LPOGV,LPOGX,LPOGY,LPS,LPUPILD,LPUPILV,LPV,REYEX,REYEY,REYEZ,RPCX,RPCY,RPD,RPOGV,RPOGX,RPOGY,RPS,RPUPILD,RPUPILV,RPV
0.00000,0,15,1,0.95982,-0.00177,0,0.94792,0.88056,0.09262,1706,397.84937,1,0.96729,-0.01479,0.02498,-0.06016,0.66239,0.60274,0.78622,16.49492,1,0.92293,0.04079,1.08044,0.00436,1,1,0.08694,-0.05497,0.66144,0.85216,0.76071,15.73130,1,0.99670,-0.04432,1.07222,0.00364,1,1
0.00000,0,15,1,0.97748,-0.00541,0,0.94792,0.88056,0.26590,1706,397.84937,1,0.97052,-0.00463,0.02542,-0.06133,0.67520,0.60269,0.78571,17.42332,1,0.96402,0.04026,1.10469,0.00440,1,1,0.08694,-0.05497,0.66144,0.85202,0.76106,15.93059,1,0.99094,-0.05108,1.10469,0.00363,1,1
0.00000,0,15,1,0.97725,-0.04696,0,0.94792,0.88056,0.27341,1706,397.84937,1,0.97068,-0.00563,0.02542,-0.06133,0.67520,0.60263,0.78602,17.76609,1,0.97500,-0.01090,1.10469,0.00418,1,1,0.08694,-0.05497,0.66144,0.85201,0.76110,15.83203,1,0.97951,-0.08302,1.10469,0.00364,1,1
0.00000,0,15,1,0.98869,-0.04018,0,0.94792,0.88056,0.27884,1706,397.84937,1,0.97110,-0.00644,0.02542,-0.06133,0.67520,0.60260,0.78609,17.75476,1,0.95917,-0.00367,1.10469,0.00421,1,1,0.08694,-0.05497,0.66144,0.85203,0.76104,15.99303,1,1.01822,-0.07669,1.10469,0.00363,1,1
0.00000,0,15,1,0.98869,-0.04018,0,0.94792,0.88056,0.28574,1706,397.84937,1,0.97150,-0.00720,0.02564,-0.06191,0.68110,0.60265,0.78608,17.72761,1,0.95917,-0.00367,1.10469,0.00419,1,1,0.08694,-0.05497,0.66144,0.85199,0.76117,15.94837,1,1.01822,-0.07669,1.10469,0.00363,1,1
0.00000,0,15,1,0.98925,-0.03652,0,0.94792,0.88056,0.29221,1706,397.84937,1,0.97190,-0.00786,0.02564,-0.06191,0.68110,0.60235,0.78634,17.74706,1,0.96157,-0.00445,1.10469,0.00436,1,1,0.08694,-0.05497,0.66144,0.85197,0.76120,16.07307,1,1.01694,-0.06860,1.10469,0.00362,1,1
0.00000,0,15,1,0.98501,-0.04710,0,0.94792,0.88056,0.29886,1706,397.84937,1,0.97218,-0.00871,0.02564,-0.06191,0.68110,0.60248,0.78648,17.79924,1,0.95392,0.01540,1.10469,0.00441,1,1,0.08694,-0.05497,0.66144,0.85197,0.76120,16.07307,1,1.01610,-0.10960,1.10469,0.00363,1,1
0.00000,0,15,1,0.97983,-0.03606,0,0.94792,0.88056,0.30585,1706,397.84937,1,0.97234,-0.00929,0.02490,-0.06026,0.66291,0.60254,0.78643,17.72465,1,0.95155,0.02287,1.09668,0.00441,1,1,0.08694,-0.05497,0.66144,0.85190,0.76123,16.11891,1,1.00811,-0.09499,1.08845,0.00362,1,1
0.00000,0,15,1,0.96832,-0.03429,0,0.94792,0.88056,0.31284,1706,397.84937,1,0.97226,-0.00981,0.02490,-0.06026,0.66291,0.60250,0.78684,17.95035,1,0.94427,-0.00138,1.08044,0.00430,1,1,0.08694,-0.05497,0.66144,0.85180,0.76142,15.80856,1,0.99237,-0.06720,1.07222,0.00367,1,1
0.00000,0,15,1,0.95038,-0.00824,0,0.94792,0.88056,0.31955,1706,397.84937,1,0.97202,-0.00984,0.02490,-0.06026,0.66291,0.60228,0.78643,17.58718,1,0.92883,0.04603,1.06420,0.00419,1,1,0.08694,-0.05497,0.66144,0.85168,0.76133,15.74160,1,0.97193,-0.06250,1.05598,0.00370,1,1
0.00000,0,15,1,0.94921,-0.00435,0,0.94792,0.88056,0.32623,1706,397.84937,1,0.97156,-0.00958,0.02536,-0.06154,0.67646,0.60225,0.78637,17.40025,1,0.92649,0.05380,1.05598,0.00421,1,1,0.08694,-0.05497,0.66144,0.85167,0.76137,15.83791,1,0.97193,-0.06250,1.05598,0.00370,1,1
0.00000,0,15,1,0.95314,-0.00563,0,0.94792,0.88056,0.33295,1706,397.84937,1,0.97128,-0.00920,0.02536,-0.06154,0.67646,0.60238,0.78632,17.45959,1,0.92521,0.04666,1.06400,0.00425,1,1,0.08694,-0.05497,0.66144,0.85161,0.76151,16.06231,1,0.98108,-0.05793,1.07222,0.00371,1,1
0.00000,0,15,1,0.95756,-0.02010,0,0.94792,0.88056,0.33942,1706,397.84937,1,0.97098,-0.00897,0.02536,-0.06154,0.67646,0.60237,0.78634,17.47195,1,0.92956,0.03088,1.08023,0.00423,1,1,0.08694,-0.05497,0.66144,0.85159,0.76153,16.33417,1,0.98555,-0.07109,1.08845,0.00359,1,1
0.00000,0,15,1,0.95871,-0.02398,0,0.94792,0.88056,0.34579,1706,397.84937,1,0.97069,-0.00874,0.02480,-0.06034,0.66275,0.60214,0.78675,17.49218,1,0.93188,0.02313,1.08845,0.00411,1,1,0.08694,-0.05497,0.66144,0.85143,0.76158,16.03712,1,0.98555,-0.07109,1.08845,0.00362,1,1
0.00000,0,15,1,0.95026,0.00195,0,0.94792,0.88056,0.35291,1706,397.84937,1,0.97049,-0.00820,0.02480,-0.06034,0.66275,0.60184,0.78699,17.64067,1,0.91052,0.05074,1.08044,0.00424,1,1,0.08694,-0.05497,0.66144,0.85137,0.76156,16.10948,1,0.98999,-0.04684,1.07222,0.00363,1,1
0.00000,0,15,1,0.93747,0.00934,0,0.94792,0.88056,0.35947,1706,397.84937,1,0.97019,-0.00805,0.02480,-0.06034,0.66275,0.60179,0.78706,17.62290,1,0.90276,0.05982,1.06420,0.00429,1,1,0.08694,-0.05497,0.66144,0.85137,0.76155,16.10826,1,0.97217,-0.04114,1.05598,0.00363,1,1
0.00000,0,15,1,0.93146,0.02423,0,0.94792,0.88056,0.36646,1706,397.84937,1,0.96979,-0.00767,0.02515,-0.06125,0.67212,0.60181,0.78708,17.66955,1,0.89853,0.07505,1.04796,0.00425,1,1,0.08694,-0.05497,0.66144,0.85122,0.76162,16.11151,1,0.96440,-0.02659,1.03974,0.00370,1,1
0.00000,0,15,1,0.95857,0.01093,0,0.94792,0.88056,0.37274,1706,397.84937,1,0.96962,-0.00730,0.02515,-0.06125,0.67212,0.60172,0.78703,17.86450,1,0.94338,0.04270,1.03974,0.00419,1,1,0.08694,-0.05497,0.66144,0.85106,0.76164,15.98820,1,0.97376,-0.02085,1.03974,0.00364,1,1
0.00000,0,15,1,0.95296,0.01751,0,0.94792,0.88056,0.37964,1706,397.84937,1,0.96922,-0.00686,0.02515,-0.06125,0.67212,0.60172,0.78703,17.86450,1,0.93772,0.06375,1.03974,0.00419,1,1,0.08694,-0.05497,0.66144,0.85106,0.76173,16.10284,1,0.96820,-0.02874,1.03974,0.00364,1,1
